,Animal Number,gestation,weeks,Device Name,visit_results_new,failed_count,parity
60318,20595,1,12,Astronaut 115,Connection time,1.0,Primiparous
60327,20595,1,15,Astronaut 115,Connection attempt,1.0,Primiparous
60339,20595,1,19,Astronaut 114,Dead milk time,1.0,Primiparous
60387,20595,1,37,Astronaut 113,Connection time,1.0,Primiparous
60404,20595,1,42,Astronaut 114,Connection time,1.0,Primiparous
60437,20601,1,4,Astronaut 113,Connection attempt,1.0,Primiparous
60446,20601,1,7,Astronaut 113,Connection attempt,1.0,Primiparous
60451,20601,1,8,Astronaut 114,Connection time,1.0,Primiparous
60453,20601,1,8,Astronaut 115,Other,1.0,Primiparous
60489,20601,2,13,Astronaut 102,Dead milk time,1.0,Multiparous
60515,20601,2,22,Astronaut 101,Connection time,1.0,Multiparous
60525,20601,2,25,Astronaut 101,Dead milk time,1.0,Multiparous
60536,20601,2,29,Astronaut 101,Dead milk time,1.0,Multiparous
60542,20601,2,32,Astronaut 101,Dead milk time,2.0,Multiparous
60660,20628,1,24,Astronaut 112,Dead milk time,1.0,Primiparous
60701,20628,1,38,Astronaut 110,Dead milk time,1.0,Primiparous
60711,20628,1,41,Astronaut 110,Dead milk time,1.0,Primiparous
60714,20628,1,41,Astronaut 112,Connection time,1.0,Primiparous
60732,20628,2,3,Astronaut 109,Dead milk time,1.0,Multiparous
60742,20628,2,6,Astronaut 109,Dead milk time,1.0,Multiparous
60755,20628,2,10,Astronaut 109,Dead milk time,2.0,Multiparous
60780,20628,2,18,Astronaut 109,Dead milk time,1.0,Multiparous
60802,20628,2,25,Astronaut 109,Dead milk time,1.0,Multiparous
60836,20628,2,37,Astronaut 108,Dead milk time,1.0,Multiparous
60853,20628,2,43,Astronaut 108,Dead milk time,2.0,Multiparous
60922,20632,1,7,Astronaut 113,Connection time,1.0,Primiparous
60924,20632,1,7,Astronaut 114,Other,1.0,Primiparous
60926,20632,1,7,Astronaut 115,Stopped by user,1.0,Primiparous
60942,20632,1,15,Astronaut 115,Connection attempt,1.0,Primiparous
61025,20632,2,15,Astronaut 114,Dead milk time,1.0,Multiparous
61048,20632,2,23,Astronaut 101,Dead milk time,1.0,Multiparous
61058,20632,2,26,Astronaut 101,Connection time,1.0,Multiparous
61059,20632,2,26,Astronaut 101,Dead milk time,1.0,Multiparous
61062,20632,2,27,Astronaut 101,Dead milk time,1.0,Multiparous
61065,20632,2,27,Astronaut 103,Connection time,1.0,Multiparous
61068,20632,2,29,Astronaut 101,Connection time,2.0,Multiparous
61088,20632,2,36,Astronaut 101,Connection time,2.0,Multiparous
61106,20632,2,42,Astronaut 101,Dead milk time,1.0,Multiparous
61111,20635,2,1,Astronaut 107,Dead milk time,3.0,Multiparous
61178,20641,2,20,Astronaut 115,Automatic robot stop,1.0,Multiparous
61201,20641,2,28,Astronaut 114,Connection time,1.0,Multiparous
61215,20641,2,32,Astronaut 115,Connection time,1.0,Multiparous
61227,20641,2,36,Astronaut 114,Connection time,1.0,Multiparous
61276,20646,2,8,Astronaut 101,Dead milk time,1.0,Multiparous
61304,20648,2,5,Astronaut 115,Dead milk time,1.0,Multiparous
61312,20648,2,8,Astronaut 115,Dead milk time,1.0,Multiparous
61315,20648,2,9,Astronaut 115,Dead milk time,1.0,Multiparous
61355,20651,1,15,Astronaut 110,Connection time,1.0,Primiparous
61392,20651,1,29,Astronaut 110,Connection attempt,1.0,Primiparous
61393,20651,1,29,Astronaut 110,Connection time,1.0,Primiparous
61397,20651,1,30,Astronaut 110,Dead milk time,1.0,Primiparous
61401,20651,1,31,Astronaut 110,Dead milk time,1.0,Primiparous
61411,20651,1,34,Astronaut 110,Dead milk time,1.0,Primiparous
61422,20651,1,38,Astronaut 110,Dead milk time,1.0,Primiparous
61433,20651,1,42,Astronaut 110,Dead milk time,1.0,Primiparous
61436,20651,1,43,Astronaut 110,Dead milk time,2.0,Primiparous
61438,20651,1,43,Astronaut 112,Dead milk time,1.0,Primiparous
61472,20651,2,12,Astronaut 102,Dead milk time,1.0,Multiparous
61565,20664,2,5,Astronaut 110,Automatic robot stop,1.0,Multiparous
61602,20664,2,17,Astronaut 110,Dead milk time,1.0,Multiparous
61701,20678,1,22,Astronaut 115,Connection time,1.0,Primiparous
61778,20678,2,4,Astronaut 104,Connection time,1.0,Multiparous
61788,20678,2,7,Astronaut 104,Automatic robot stop,1.0,Multiparous
61790,20678,2,7,Astronaut 105,Connection attempt,1.0,Multiparous
61837,20678,2,22,Astronaut 117,Automatic robot stop,2.0,Multiparous
61883,20678,2,38,Astronaut 116,Automatic robot stop,1.0,Multiparous
61957,20684,1,20,Astronaut 113,Connection attempt,1.0,Primiparous
61961,20684,1,21,Astronaut 113,Connection attempt,1.0,Primiparous
61965,20684,1,22,Astronaut 113,Connection attempt,1.0,Primiparous
61969,20684,1,23,Astronaut 113,Connection attempt,1.0,Primiparous
61991,20684,1,30,Astronaut 113,Connection attempt,1.0,Primiparous
62008,20684,1,35,Astronaut 114,Dead milk time,1.0,Primiparous
62011,20684,1,36,Astronaut 113,Connection attempt,1.0,Primiparous
62037,20684,2,3,Astronaut 110,Connection attempt,4.0,Multiparous
62040,20684,2,3,Astronaut 112,Connection attempt,1.0,Multiparous
62044,20684,2,5,Astronaut 110,Dead milk time,1.0,Multiparous
62068,20684,2,15,Astronaut 110,Connection attempt,2.0,Multiparous
62070,20684,2,15,Astronaut 111,Dead milk time,1.0,Multiparous
62072,20684,2,15,Astronaut 112,Connection attempt,1.0,Multiparous
62074,20684,2,16,Astronaut 110,Dead milk time,2.0,Multiparous
62077,20684,2,16,Astronaut 112,Connection attempt,2.0,Multiparous
62079,20684,2,17,Astronaut 110,Dead milk time,1.0,Multiparous
62082,20684,2,18,Astronaut 110,Connection attempt,1.0,Multiparous
62086,20684,2,19,Astronaut 110,Dead milk time,1.0,Multiparous
62089,20684,2,19,Astronaut 112,Connection attempt,1.0,Multiparous
62091,20684,2,20,Astronaut 110,Automatic robot stop,1.0,Multiparous
62092,20684,2,20,Astronaut 110,Connection attempt,1.0,Multiparous
62094,20684,2,20,Astronaut 111,Connection attempt,1.0,Multiparous
62097,20684,2,21,Astronaut 110,Dead milk time,1.0,Multiparous
62105,20684,2,23,Astronaut 111,Connection attempt,1.0,Multiparous
62116,20684,2,27,Astronaut 110,Connection attempt,1.0,Multiparous
62119,20684,2,27,Astronaut 112,Connection attempt,2.0,Multiparous
62121,20684,2,28,Astronaut 110,Connection attempt,2.0,Multiparous
62124,20684,2,28,Astronaut 112,Connection attempt,1.0,Multiparous
62129,20684,2,30,Astronaut 110,Connection attempt,1.0,Multiparous
62131,20684,2,30,Astronaut 111,Dead milk time,1.0,Multiparous
62144,20684,2,35,Astronaut 110,Connection attempt,1.0,Multiparous
62148,20684,2,36,Astronaut 110,Connection attempt,1.0,Multiparous
62153,20684,2,37,Astronaut 112,Connection attempt,2.0,Multiparous
62176,20690,2,5,Astronaut 103,Dead milk time,1.0,Multiparous
62195,20690,2,14,Astronaut 103,Connection attempt,1.0,Multiparous
62294,20693,1,8,Astronaut 112,Connection time,1.0,Primiparous
62349,20693,1,27,Astronaut 110,Dead milk time,1.0,Primiparous
62355,20693,1,28,Astronaut 112,Dead milk time,1.0,Primiparous
62359,20693,1,29,Astronaut 112,Dead milk time,1.0,Primiparous
62363,20693,1,30,Astronaut 112,Dead milk time,1.0,Primiparous
62376,20693,1,34,Astronaut 112,Dead milk time,1.0,Primiparous
62381,20693,1,36,Astronaut 110,Dead milk time,1.0,Primiparous
62385,20693,1,37,Astronaut 110,Dead milk time,2.0,Primiparous
62392,20693,1,39,Astronaut 110,Dead milk time,1.0,Primiparous
62395,20693,1,39,Astronaut 112,Connection attempt,1.0,Primiparous
62470,20693,2,27,Astronaut 114,Connection time,1.0,Multiparous
62497,20693,2,36,Astronaut 113,Connection attempt,1.0,Multiparous
62602,20702,1,4,Astronaut 111,Connection attempt,1.0,Primiparous
62686,20702,2,19,Astronaut 104,Automatic robot stop,1.0,Multiparous
62696,20702,2,22,Astronaut 104,Connection attempt,1.0,Multiparous
62712,20702,2,27,Astronaut 105,Dead milk time,1.0,Multiparous
62715,20702,2,28,Astronaut 105,Automatic robot stop,1.0,Multiparous
62719,20702,2,29,Astronaut 105,Automatic robot stop,1.0,Multiparous
62725,20702,2,31,Astronaut 105,Dead milk time,1.0,Multiparous
62744,20702,2,37,Astronaut 105,Automatic robot stop,1.0,Multiparous
62843,20705,1,33,Astronaut 110,Dead milk time,1.0,Primiparous
62850,20705,1,35,Astronaut 110,Dead milk time,1.0,Primiparous
62898,20705,2,12,Astronaut 114,Connection time,1.0,Multiparous
62932,20705,2,23,Astronaut 114,Automatic robot stop,2.0,Multiparous
62978,20709,2,11,Astronaut 102,Dead milk time,1.0,Multiparous
62997,20709,2,18,Astronaut 102,Dead milk time,1.0,Multiparous
63040,20712,1,5,Astronaut 115,Dead milk time,2.0,Primiparous
63043,20712,1,6,Astronaut 115,Dead milk time,1.0,Primiparous
63063,20712,1,14,Astronaut 115,Connection attempt,1.0,Primiparous
63066,20712,1,15,Astronaut 115,Connection attempt,2.0,Primiparous
63099,20715,2,9,Astronaut 109,Dead milk time,1.0,Multiparous
63107,20715,2,14,Astronaut 109,Connection time,1.0,Multiparous
63110,20715,2,15,Astronaut 109,Connection time,2.0,Multiparous
63114,20715,2,16,Astronaut 109,Connection time,1.0,Multiparous
63116,20715,2,17,Astronaut 107,Connection time,2.0,Multiparous
63119,20715,2,17,Astronaut 109,Connection time,1.0,Multiparous
63121,20715,2,18,Astronaut 107,Connection time,1.0,Multiparous
63122,20715,2,18,Astronaut 107,Dead milk time,1.0,Multiparous
63124,20715,2,18,Astronaut 108,Connection time,1.0,Multiparous
63125,20715,2,18,Astronaut 109,Connection time,1.0,Multiparous
63128,20715,2,19,Astronaut 108,Connection time,1.0,Multiparous
63130,20715,2,19,Astronaut 109,Connection time,4.0,Multiparous
63133,20715,2,20,Astronaut 109,Connection time,4.0,Multiparous
63136,20715,2,21,Astronaut 108,Connection time,1.0,Multiparous
63138,20715,2,21,Astronaut 109,Connection time,4.0,Multiparous
63140,20715,2,22,Astronaut 107,Connection time,2.0,Multiparous
63142,20715,2,22,Astronaut 108,Connection time,2.0,Multiparous
63144,20715,2,22,Astronaut 109,Connection time,6.0,Multiparous
63147,20715,2,23,Astronaut 108,Connection time,3.0,Multiparous
63148,20715,2,23,Astronaut 108,Dead milk time,2.0,Multiparous
63150,20715,2,23,Astronaut 109,Connection time,1.0,Multiparous
63151,20715,2,23,Astronaut 109,Dead milk time,1.0,Multiparous
63166,20723,2,6,Astronaut 116,Automatic robot stop,1.0,Multiparous
63210,20723,2,29,Astronaut 116,Automatic robot stop,1.0,Multiparous
63309,20730,1,26,Astronaut 113,Connection attempt,1.0,Primiparous
63326,20730,1,31,Astronaut 114,Automatic robot stop,1.0,Primiparous
63342,20730,1,36,Astronaut 114,Dead milk time,1.0,Primiparous
63351,20730,1,39,Astronaut 114,Dead milk time,1.0,Primiparous
63423,20730,2,22,Astronaut 110,Dead milk time,2.0,Multiparous
63427,20730,2,23,Astronaut 110,Dead milk time,1.0,Multiparous
63431,20730,2,24,Astronaut 110,Dead milk time,1.0,Multiparous
63516,20736,1,11,Astronaut 114,Connection time,1.0,Primiparous
63523,20736,1,14,Astronaut 114,Connection time,1.0,Primiparous
63532,20736,2,5,Astronaut 106,Dead milk time,1.0,Multiparous
63586,20736,2,23,Astronaut 105,Dead milk time,1.0,Multiparous
63588,20736,2,23,Astronaut 106,Dead milk time,2.0,Multiparous
63592,20736,2,24,Astronaut 106,Dead milk time,1.0,Multiparous
63596,20736,2,25,Astronaut 106,Dead milk time,1.0,Multiparous
63609,20736,2,29,Astronaut 106,Dead milk time,1.0,Multiparous
63626,20740,1,4,Astronaut 113,Connection attempt,1.0,Primiparous
63642,20740,1,9,Astronaut 115,Automatic robot stop,1.0,Primiparous
63662,20740,1,16,Astronaut 115,Automatic robot stop,1.0,Primiparous
63669,20740,1,18,Astronaut 115,Automatic robot stop,1.0,Primiparous
63670,20740,1,18,Astronaut 115,Connection attempt,2.0,Primiparous
63730,20740,1,39,Astronaut 114,Dead milk time,1.0,Primiparous
63734,20740,1,40,Astronaut 114,Dead milk time,1.0,Primiparous
63744,20740,1,43,Astronaut 114,Dead milk time,1.0,Primiparous
63788,20742,1,16,Astronaut 114,Connection time,1.0,Primiparous
63807,20742,1,22,Astronaut 115,Connection time,1.0,Primiparous
63821,20742,1,27,Astronaut 113,Connection attempt,2.0,Primiparous
63850,20742,1,37,Astronaut 113,Dead milk time,1.0,Primiparous
63875,20742,2,5,Astronaut 108,Dead milk time,1.0,Multiparous
63937,20742,2,26,Astronaut 109,Dead milk time,1.0,Multiparous
64067,20746,1,13,Astronaut 115,Other,1.0,Primiparous
64153,20746,2,4,Astronaut 103,Dead milk time,1.0,Multiparous
64157,20746,2,5,Astronaut 103,Dead milk time,2.0,Multiparous
64161,20746,2,6,Astronaut 103,Connection attempt,1.0,Multiparous
64167,20746,2,8,Astronaut 102,Automatic robot stop,1.0,Multiparous
64173,20746,2,10,Astronaut 101,Dead milk time,1.0,Multiparous
64243,20746,2,32,Astronaut 106,Dead milk time,1.0,Multiparous
64255,20746,2,36,Astronaut 105,Automatic robot stop,1.0,Multiparous
64285,20753,1,4,Astronaut 113,Dead milk time,1.0,Primiparous
64296,20753,1,8,Astronaut 114,Connection time,1.0,Primiparous
64298,20753,1,8,Astronaut 115,Connection attempt,1.0,Primiparous
64304,20753,1,10,Astronaut 115,Connection time,1.0,Primiparous
64307,20753,1,11,Astronaut 115,Connection attempt,1.0,Primiparous
64311,20753,1,12,Astronaut 115,Connection attempt,1.0,Primiparous
64352,20753,1,26,Astronaut 113,Connection attempt,2.0,Primiparous
64375,20753,1,33,Astronaut 114,Automatic robot stop,1.0,Primiparous
64497,20753,4,36,Astronaut 113,Dead milk time,1.0,Multiparous
64500,20753,4,36,Astronaut 115,Connection time,1.0,Multiparous
64501,20753,4,36,Astronaut 115,Dead milk time,1.0,Multiparous
64510,20753,4,39,Astronaut 115,Connection time,1.0,Multiparous
64519,20757,2,4,Astronaut 108,Connection attempt,1.0,Multiparous
64581,20757,2,24,Astronaut 109,Dead milk time,1.0,Multiparous
64668,20765,1,19,Astronaut 110,Dead milk time,1.0,Primiparous
64724,20765,1,39,Astronaut 110,Dead milk time,1.0,Primiparous
64744,20765,2,8,Astronaut 101,Connection attempt,1.0,Multiparous
64816,20765,2,36,Astronaut 105,Connection time,1.0,Multiparous
64819,20765,2,37,Astronaut 104,Connection time,1.0,Multiparous
64825,20765,2,38,Astronaut 106,Connection time,1.0,Multiparous
64830,20765,2,40,Astronaut 104,Connection time,3.0,Multiparous
64833,20765,2,40,Astronaut 106,Connection time,1.0,Multiparous
64835,20765,2,41,Astronaut 104,Connection time,1.0,Multiparous
64838,20765,2,42,Astronaut 104,Connection time,1.0,Multiparous
65038,20788,2,25,Astronaut 106,Dead milk time,1.0,Multiparous
65042,20788,2,26,Astronaut 106,Connection time,1.0,Multiparous
65066,20799,2,8,Astronaut 109,Dead milk time,1.0,Multiparous
65069,20799,2,9,Astronaut 109,Automatic robot stop,1.0,Multiparous
65087,20799,2,17,Astronaut 108,Dead milk time,1.0,Multiparous
65093,20799,2,19,Astronaut 108,Dead milk time,1.0,Multiparous
65100,20799,2,22,Astronaut 108,Connection time,1.0,Multiparous
65110,20799,2,26,Astronaut 108,Dead milk time,1.0,Multiparous
65114,20799,2,27,Astronaut 108,Dead milk time,1.0,Multiparous
65134,20809,1,8,Astronaut 115,Connection time,1.0,Primiparous
65138,20809,1,9,Astronaut 115,Dead milk time,1.0,Primiparous
65171,20809,1,20,Astronaut 114,Dead milk time,1.0,Primiparous
65188,20809,1,26,Astronaut 113,Dead milk time,1.0,Primiparous
65190,20809,1,26,Astronaut 114,Dead milk time,1.0,Primiparous
65200,20809,1,29,Astronaut 114,Dead milk time,1.0,Primiparous
65207,20809,1,31,Astronaut 114,Dead milk time,1.0,Primiparous
65224,20809,1,36,Astronaut 115,Dead milk time,1.0,Primiparous
65237,20809,2,7,Astronaut 110,Dead milk time,1.0,Multiparous
65281,20809,2,20,Astronaut 109,Dead milk time,1.0,Multiparous
65284,20809,2,21,Astronaut 108,Dead milk time,1.0,Multiparous
65288,20809,2,22,Astronaut 108,Dead milk time,1.0,Multiparous
65297,20809,2,25,Astronaut 108,Dead milk time,1.0,Multiparous
65340,20831,2,9,Astronaut 104,Connection time,3.0,Multiparous
65373,20831,2,19,Astronaut 106,Connection attempt,1.0,Multiparous
65439,20836,2,2,Astronaut 107,Dead milk time,2.0,Multiparous
65449,20836,2,6,Astronaut 109,Automatic robot stop,1.0,Multiparous
65491,20836,2,27,Astronaut 108,Dead milk time,1.0,Multiparous
65495,20836,2,28,Astronaut 108,Dead milk time,1.0,Multiparous
65508,20836,2,34,Astronaut 108,Connection time,1.0,Multiparous
65512,20836,2,35,Astronaut 109,Connection time,1.0,Multiparous
65599,20838,2,6,Astronaut 103,Connection attempt,2.0,Multiparous
65616,20838,2,12,Astronaut 102,Dead milk time,1.0,Multiparous
65687,20839,2,14,Astronaut 110,Connection attempt,1.0,Multiparous
65737,20839,2,31,Astronaut 112,Connection time,1.0,Multiparous
65824,20840,2,23,Astronaut 109,Connection time,1.0,Multiparous
65827,20840,2,24,Astronaut 108,Connection time,1.0,Multiparous
65829,20840,2,24,Astronaut 109,Connection time,1.0,Multiparous
65833,20840,2,25,Astronaut 109,Connection time,1.0,Multiparous
65845,20840,2,30,Astronaut 109,Connection time,1.0,Multiparous
65852,20840,2,33,Astronaut 108,Connection time,1.0,Multiparous
65858,20840,2,35,Astronaut 108,Dead milk time,1.0,Multiparous
65862,20840,2,36,Astronaut 108,Connection time,1.0,Multiparous
65925,20845,1,23,Astronaut 110,Automatic robot stop,1.0,Primiparous
65926,20845,1,23,Astronaut 110,Dead milk time,1.0,Primiparous
65930,20845,1,24,Astronaut 110,Dead milk time,2.0,Primiparous
65934,20845,1,25,Astronaut 110,Dead milk time,1.0,Primiparous
65938,20845,1,26,Astronaut 110,Dead milk time,1.0,Primiparous
65945,20845,1,28,Astronaut 110,Dead milk time,1.0,Primiparous
65952,20845,1,30,Astronaut 110,Dead milk time,1.0,Primiparous
65954,20845,1,30,Astronaut 111,Dead milk time,1.0,Primiparous
65957,20845,1,31,Astronaut 110,Connection time,1.0,Primiparous
65961,20845,1,32,Astronaut 110,Dead milk time,4.0,Primiparous
65965,20845,1,33,Astronaut 110,Dead milk time,4.0,Primiparous
65968,20845,1,33,Astronaut 112,Connection time,4.0,Primiparous
65970,20845,1,34,Astronaut 110,Dead milk time,5.0,Primiparous
65973,20845,1,34,Astronaut 112,Dead milk time,1.0,Primiparous
65975,20845,1,35,Astronaut 110,Dead milk time,3.0,Primiparous
65979,20845,1,36,Astronaut 110,Dead milk time,4.0,Primiparous
65982,20845,1,36,Astronaut 112,Connection time,1.0,Primiparous
65984,20845,1,37,Astronaut 110,Dead milk time,3.0,Primiparous
65987,20845,1,37,Astronaut 112,Dead milk time,1.0,Primiparous
65989,20845,1,38,Astronaut 110,Dead milk time,3.0,Primiparous
65992,20845,1,38,Astronaut 112,Connection time,1.0,Primiparous
65993,20845,1,38,Astronaut 112,Dead milk time,1.0,Primiparous
65995,20845,1,39,Astronaut 110,Dead milk time,3.0,Primiparous
65999,20845,1,40,Astronaut 110,Dead milk time,2.0,Primiparous
66002,20845,1,40,Astronaut 112,Connection time,1.0,Primiparous
66004,20845,1,41,Astronaut 110,Connection time,1.0,Primiparous
66005,20845,1,41,Astronaut 110,Dead milk time,3.0,Primiparous
66007,20845,1,41,Astronaut 111,Dead milk time,1.0,Primiparous
66009,20845,1,41,Astronaut 112,Connection attempt,1.0,Primiparous
66010,20845,1,41,Astronaut 112,Connection time,2.0,Primiparous
66011,20845,1,41,Astronaut 112,Dead milk time,2.0,Primiparous
66015,20845,1,42,Astronaut 112,Dead milk time,1.0,Primiparous
66017,20845,1,43,Astronaut 110,Connection time,1.0,Primiparous
66018,20845,1,43,Astronaut 110,Dead milk time,4.0,Primiparous
66021,20845,1,43,Astronaut 112,Connection time,1.0,Primiparous
66023,20845,1,44,Astronaut 110,Dead milk time,2.0,Primiparous
66027,20845,1,45,Astronaut 110,Dead milk time,2.0,Primiparous
66030,20845,1,45,Astronaut 112,Dead milk time,1.0,Primiparous
66032,20845,1,46,Astronaut 110,Dead milk time,1.0,Primiparous
66034,20845,1,46,Astronaut 112,Dead milk time,1.0,Primiparous
66038,20845,2,6,Astronaut 107,Dead milk time,1.0,Multiparous
66041,20845,2,8,Astronaut 107,Dead milk time,1.0,Multiparous
66067,20854,1,4,Astronaut 113,Connection attempt,1.0,Primiparous
66073,20854,1,5,Astronaut 115,Automatic robot stop,1.0,Primiparous
66074,20854,1,5,Astronaut 115,Other,1.0,Primiparous
66138,20862,2,8,Astronaut 101,Connection attempt,2.0,Multiparous
66141,20862,2,9,Astronaut 101,Connection attempt,2.0,Multiparous
66144,20862,2,10,Astronaut 101,Connection attempt,1.0,Multiparous
66146,20862,2,11,Astronaut 101,Connection attempt,1.0,Multiparous
66163,20862,2,19,Astronaut 101,Connection attempt,5.0,Multiparous
66174,20862,2,23,Astronaut 101,Connection attempt,1.0,Multiparous
66219,20871,2,13,Astronaut 114,Connection attempt,1.0,Multiparous
66232,20879,1,3,Astronaut 113,Connection time,1.0,Primiparous
66235,20879,1,4,Astronaut 113,Connection time,2.0,Primiparous
66298,20879,1,27,Astronaut 114,Dead milk time,1.0,Primiparous
66325,20879,1,36,Astronaut 114,Dead milk time,1.0,Primiparous
66364,20879,2,2,Astronaut 106,Connection time,1.0,Multiparous
66365,20879,2,2,Astronaut 106,Dead milk time,2.0,Multiparous
66368,20879,2,3,Astronaut 105,Connection time,2.0,Multiparous
66369,20879,2,3,Astronaut 105,Dead milk time,1.0,Multiparous
66371,20879,2,3,Astronaut 106,Connection time,4.0,Multiparous
66375,20879,2,4,Astronaut 106,Connection attempt,1.0,Multiparous
66376,20879,2,4,Astronaut 106,Connection time,1.0,Multiparous
66382,20879,2,6,Astronaut 105,Connection attempt,1.0,Multiparous
66384,20879,2,6,Astronaut 106,Connection time,1.0,Multiparous
66385,20879,2,6,Astronaut 106,Dead milk time,1.0,Multiparous
66390,20879,2,8,Astronaut 104,Connection time,1.0,Multiparous
66396,20879,2,9,Astronaut 106,Connection time,1.0,Multiparous
66399,20879,2,10,Astronaut 105,Connection time,2.0,Multiparous
66401,20879,2,11,Astronaut 104,Connection time,2.0,Multiparous
66403,20879,2,11,Astronaut 105,Connection time,2.0,Multiparous
66405,20879,2,11,Astronaut 106,Connection time,1.0,Multiparous
66407,20879,2,12,Astronaut 104,Connection time,3.0,Multiparous
66414,20879,2,14,Astronaut 104,Connection time,2.0,Multiparous
66418,20879,2,15,Astronaut 104,Connection time,2.0,Multiparous
66420,20879,2,15,Astronaut 105,Connection time,1.0,Multiparous
66423,20879,2,16,Astronaut 104,Dead milk time,1.0,Multiparous
66425,20879,2,16,Astronaut 105,Connection time,3.0,Multiparous
66426,20879,2,16,Astronaut 105,Dead milk time,1.0,Multiparous
66428,20879,2,16,Astronaut 106,Connection time,1.0,Multiparous
66432,20879,2,17,Astronaut 106,Connection time,2.0,Multiparous
66435,20879,2,18,Astronaut 105,Dead milk time,1.0,Multiparous
66461,20887,1,7,Astronaut 110,Dead milk time,1.0,Primiparous
66470,20887,1,10,Astronaut 110,Dead milk time,1.0,Primiparous
66495,20887,1,20,Astronaut 110,Automatic robot stop,1.0,Primiparous
66499,20887,1,21,Astronaut 110,Dead milk time,1.0,Primiparous
66518,20887,1,29,Astronaut 110,Dead milk time,1.0,Primiparous
66522,20887,1,30,Astronaut 110,Dead milk time,1.0,Primiparous
66525,20887,1,31,Astronaut 110,Dead milk time,1.0,Primiparous
66528,20887,1,31,Astronaut 112,Dead milk time,1.0,Primiparous
66530,20887,1,32,Astronaut 110,Dead milk time,2.0,Primiparous
66534,20887,1,33,Astronaut 110,Dead milk time,1.0,Primiparous
66543,20887,1,36,Astronaut 110,Dead milk time,1.0,Primiparous
66552,20887,1,39,Astronaut 110,Dead milk time,2.0,Primiparous
66556,20887,1,40,Astronaut 110,Dead milk time,1.0,Primiparous
66560,20887,1,41,Astronaut 110,Dead milk time,1.0,Primiparous
66579,20887,2,9,Astronaut 109,Dead milk time,1.0,Multiparous
66594,20887,2,17,Astronaut 108,Automatic robot stop,1.0,Multiparous
66626,20887,2,32,Astronaut 108,Connection time,1.0,Multiparous
66649,20888,1,3,Astronaut 115,Stopped by user,1.0,Primiparous
66691,20888,2,8,Astronaut 101,Dead milk time,1.0,Multiparous
66693,20888,2,8,Astronaut 102,Connection attempt,1.0,Multiparous
66723,20888,2,18,Astronaut 101,Connection attempt,1.0,Multiparous
66726,20888,2,18,Astronaut 103,Dead milk time,1.0,Multiparous
66731,20888,2,20,Astronaut 101,Dead milk time,1.0,Multiparous
66765,20889,3,2,Astronaut 114,Connection time,1.0,Multiparous
66771,20889,3,4,Astronaut 114,Connection attempt,1.0,Multiparous
66780,20889,3,7,Astronaut 113,Connection attempt,1.0,Multiparous
66911,20899,2,11,Astronaut 110,Dead milk time,1.0,Multiparous
66972,20899,2,38,Astronaut 111,Dead milk time,1.0,Multiparous
66978,20915,2,2,Astronaut 115,Stopped by user,1.0,Multiparous
66994,20927,2,4,Astronaut 113,Connection attempt,1.0,Multiparous
67036,20927,2,18,Astronaut 115,Connection time,1.0,Multiparous
67114,20930,1,13,Astronaut 110,Dead milk time,1.0,Primiparous
67181,20930,1,38,Astronaut 110,Connection time,1.0,Primiparous
67187,20930,1,39,Astronaut 112,Connection attempt,1.0,Primiparous
67198,20930,1,43,Astronaut 110,Dead milk time,1.0,Primiparous
67203,20931,2,5,Astronaut 101,Dead milk time,1.0,Multiparous
67206,20931,2,5,Astronaut 103,Dead milk time,1.0,Multiparous
67288,20935,1,13,Astronaut 111,Automatic robot stop,1.0,Primiparous
67335,20935,1,29,Astronaut 110,Connection time,1.0,Primiparous
67337,20935,1,29,Astronaut 111,Connection time,1.0,Primiparous
67359,20935,1,36,Astronaut 112,Connection time,1.0,Primiparous
67366,20935,1,38,Astronaut 112,Connection time,1.0,Primiparous
67383,20935,2,3,Astronaut 114,Connection time,1.0,Multiparous
67433,20935,2,19,Astronaut 115,Connection time,1.0,Multiparous
67454,20935,2,26,Astronaut 114,Connection time,1.0,Multiparous
67462,20935,2,28,Astronaut 115,Connection time,1.0,Multiparous
67479,20935,2,34,Astronaut 113,Connection time,1.0,Multiparous
67484,20935,2,35,Astronaut 114,Connection time,1.0,Multiparous
67492,20935,2,37,Astronaut 115,Connection time,1.0,Multiparous
67494,20935,2,38,Astronaut 113,Connection time,1.0,Multiparous
67505,20935,2,41,Astronaut 114,Connection time,1.0,Multiparous
67583,20937,1,35,Astronaut 110,Connection attempt,1.0,Primiparous
67592,20937,1,38,Astronaut 112,Dead milk time,1.0,Primiparous
67594,20937,1,39,Astronaut 110,Dead milk time,2.0,Primiparous
67606,20937,2,4,Astronaut 105,Dead milk time,1.0,Multiparous
67613,20937,2,6,Astronaut 105,Dead milk time,1.0,Multiparous
67620,20937,2,9,Astronaut 104,Dead milk time,1.0,Multiparous
67650,20937,2,20,Astronaut 105,Dead milk time,1.0,Multiparous
67717,20947,1,6,Astronaut 110,Automatic robot stop,1.0,Primiparous
67768,20947,1,23,Astronaut 110,Dead milk time,1.0,Primiparous
67798,20947,1,32,Astronaut 112,Dead milk time,1.0,Primiparous
67827,20947,2,10,Astronaut 107,Automatic robot stop,1.0,Multiparous
67848,20947,2,16,Astronaut 109,Dead milk time,1.0,Multiparous
67851,20947,2,17,Astronaut 108,Connection attempt,1.0,Multiparous
