,Animal Number,gestation,weeks,Device Name,visit_results_new,failed_count,parity
67893,20957,1,7,Astronaut 111,Connection time,1.0,Primiparous
67911,20965,1,8,Astronaut 115,Connection attempt,1.0,Primiparous
67914,20965,1,9,Astronaut 115,Connection attempt,1.0,Primiparous
67952,20965,1,29,Astronaut 114,Connection time,1.0,Primiparous
67957,20965,1,32,Astronaut 114,Automatic robot stop,1.0,Primiparous
67964,20965,1,37,Astronaut 114,Automatic robot stop,1.0,Primiparous
67968,20966,2,2,Astronaut 105,Connection time,5.0,Multiparous
67969,20966,2,2,Astronaut 105,Stopped by user,1.0,Multiparous
67973,20966,2,3,Astronaut 105,Connection attempt,2.0,Multiparous
67986,20966,2,8,Astronaut 105,Connection attempt,2.0,Multiparous
68064,20966,2,41,Astronaut 105,Connection attempt,1.0,Multiparous
68105,20972,2,15,Astronaut 114,Dead milk time,1.0,Multiparous
68117,20972,2,19,Astronaut 114,Dead milk time,1.0,Multiparous
68131,20972,2,23,Astronaut 115,Dead milk time,1.0,Multiparous
68137,20972,2,25,Astronaut 114,Connection time,1.0,Multiparous
68139,20972,2,25,Astronaut 115,Connection time,1.0,Multiparous
68142,20972,2,26,Astronaut 114,Dead milk time,1.0,Multiparous
68144,20972,2,26,Astronaut 115,Dead milk time,1.0,Multiparous
68154,20972,2,29,Astronaut 115,Connection time,1.0,Multiparous
68175,20972,2,36,Astronaut 115,Connection time,1.0,Multiparous
68182,20972,2,38,Astronaut 115,Dead milk time,1.0,Multiparous
68186,20972,2,39,Astronaut 115,Dead milk time,1.0,Multiparous
68201,20976,1,9,Astronaut 115,Connection attempt,2.0,Primiparous
68204,20976,1,10,Astronaut 115,Connection attempt,1.0,Primiparous
68240,20976,1,28,Astronaut 113,Dead milk time,3.0,Primiparous
68242,20976,1,28,Astronaut 114,Dead milk time,1.0,Primiparous
68244,20976,1,29,Astronaut 113,Dead milk time,2.0,Primiparous
68251,20976,2,6,Astronaut 106,Dead milk time,1.0,Multiparous
68254,20976,2,8,Astronaut 106,Dead milk time,1.0,Multiparous
68257,20976,2,10,Astronaut 106,Dead milk time,1.0,Multiparous
68263,20976,2,15,Astronaut 106,Dead milk time,1.0,Multiparous
68268,20976,2,19,Astronaut 106,Dead milk time,1.0,Multiparous
68289,20978,2,9,Astronaut 103,Connection time,1.0,Multiparous
68295,20978,2,11,Astronaut 115,Connection time,1.0,Multiparous
68297,20978,2,12,Astronaut 113,Connection time,2.0,Multiparous
68299,20978,2,12,Astronaut 114,Connection time,3.0,Multiparous
68306,20978,2,15,Astronaut 113,Connection time,1.0,Multiparous
68307,20978,2,15,Astronaut 114,Connection time,2.0,Multiparous
68309,20978,2,15,Astronaut 115,Connection time,2.0,Multiparous
68311,20978,2,16,Astronaut 113,Connection time,3.0,Multiparous
68313,20978,2,16,Astronaut 114,Connection time,1.0,Multiparous
68315,20978,2,16,Astronaut 115,Connection time,1.0,Multiparous
68319,20978,2,18,Astronaut 113,Connection attempt,1.0,Multiparous
68324,20978,2,19,Astronaut 114,Connection time,1.0,Multiparous
68327,20978,2,20,Astronaut 113,Connection time,1.0,Multiparous
68331,20978,2,21,Astronaut 113,Connection time,1.0,Multiparous
68333,20978,2,21,Astronaut 114,Dead milk time,2.0,Multiparous
68335,20978,2,21,Astronaut 115,Connection time,2.0,Multiparous
68338,20978,2,22,Astronaut 114,Connection time,1.0,Multiparous
68342,20978,2,23,Astronaut 114,Connection time,1.0,Multiparous
68344,20978,2,23,Astronaut 115,Connection time,1.0,Multiparous
68347,20978,2,24,Astronaut 114,Connection time,1.0,Multiparous
68350,20978,2,25,Astronaut 113,Connection time,2.0,Multiparous
68371,20978,2,34,Astronaut 113,Connection time,2.0,Multiparous
68377,20978,2,35,Astronaut 115,Connection time,1.0,Multiparous
68379,20978,2,36,Astronaut 113,Connection time,1.0,Multiparous
68384,20978,2,37,Astronaut 114,Connection time,1.0,Multiparous
68388,20978,2,38,Astronaut 114,Connection time,1.0,Multiparous
68394,20978,2,40,Astronaut 113,Connection time,2.0,Multiparous
68395,20978,2,40,Astronaut 113,Dead milk time,2.0,Multiparous
68399,20978,2,41,Astronaut 113,Dead milk time,2.0,Multiparous
68401,20978,2,41,Astronaut 114,Dead milk time,1.0,Multiparous
68432,20984,2,15,Astronaut 117,Connection time,1.0,Multiparous
68443,20984,2,19,Astronaut 117,Connection time,1.0,Multiparous
68521,21009,2,12,Astronaut 102,Connection time,2.0,Multiparous
68535,21009,2,17,Astronaut 102,Connection time,1.0,Multiparous
68545,21009,2,20,Astronaut 102,Connection time,1.0,Multiparous
68548,21009,2,21,Astronaut 101,Dead milk time,1.0,Multiparous
68550,21009,2,21,Astronaut 102,Connection time,3.0,Multiparous
68552,21009,2,21,Astronaut 103,Connection time,1.0,Multiparous
68572,21009,2,28,Astronaut 103,Connection time,1.0,Multiparous
68592,21010,1,8,Astronaut 110,Dead milk time,1.0,Primiparous
68607,21010,1,18,Astronaut 112,Connection attempt,1.0,Primiparous
68675,21012,2,3,Astronaut 118,Connection time,1.0,Multiparous
68677,21012,2,4,Astronaut 117,Dead milk time,1.0,Multiparous
68780,21016,2,7,Astronaut 101,Dead milk time,1.0,Multiparous
68800,21016,2,16,Astronaut 102,Dead milk time,1.0,Multiparous
68811,21016,2,20,Astronaut 101,Dead milk time,2.0,Multiparous
68814,21016,2,21,Astronaut 101,Dead milk time,2.0,Multiparous
68863,21025,1,3,Astronaut 115,Stopped by user,1.0,Primiparous
68867,21025,1,4,Astronaut 115,Stopped by user,1.0,Primiparous
68879,21025,1,9,Astronaut 115,Connection attempt,1.0,Primiparous
68884,21025,1,11,Astronaut 115,Connection attempt,1.0,Primiparous
68888,21025,1,12,Astronaut 115,Connection attempt,1.0,Primiparous
68892,21025,1,13,Astronaut 115,Connection attempt,1.0,Primiparous
68896,21025,1,14,Astronaut 115,Connection attempt,2.0,Primiparous
68902,21025,1,16,Astronaut 115,Connection attempt,1.0,Primiparous
68917,21025,1,24,Astronaut 113,Connection attempt,1.0,Primiparous
68920,21025,1,25,Astronaut 113,Connection attempt,1.0,Primiparous
68927,21025,1,27,Astronaut 113,Connection attempt,1.0,Primiparous
68985,21025,2,12,Astronaut 109,Dead milk time,1.0,Multiparous
69017,21025,2,23,Astronaut 107,Dead milk time,1.0,Multiparous
69019,21025,2,23,Astronaut 108,Dead milk time,1.0,Multiparous
69023,21025,2,24,Astronaut 108,Dead milk time,1.0,Multiparous
69114,21026,1,21,Astronaut 114,Automatic robot stop,1.0,Primiparous
69205,21030,2,29,Astronaut 114,Dead milk time,1.0,Multiparous
69246,21041,2,15,Astronaut 109,Connection time,1.0,Multiparous
69254,21041,2,20,Astronaut 109,Connection time,1.0,Multiparous
69259,21041,2,22,Astronaut 109,Connection time,1.0,Multiparous
69284,21050,2,2,Astronaut 111,Connection time,1.0,Multiparous
69306,21050,2,11,Astronaut 110,Dead milk time,1.0,Multiparous
69309,21050,2,11,Astronaut 112,Connection time,1.0,Multiparous
69310,21050,2,11,Astronaut 112,Dead milk time,1.0,Multiparous
69360,21050,2,30,Astronaut 112,Dead milk time,1.0,Multiparous
69362,21050,2,31,Astronaut 110,Connection time,1.0,Multiparous
69372,21050,2,34,Astronaut 112,Dead milk time,1.0,Multiparous
69397,21077,2,11,Astronaut 102,Automatic robot stop,1.0,Multiparous
69470,21089,1,5,Astronaut 112,Connection time,1.0,Primiparous
69483,21089,1,10,Astronaut 110,Other,1.0,Primiparous
69487,21089,1,11,Astronaut 110,Connection time,1.0,Primiparous
69494,21089,1,13,Astronaut 110,Connection attempt,1.0,Primiparous
69498,21089,1,14,Astronaut 110,Connection attempt,1.0,Primiparous
69567,21089,2,16,Astronaut 116,Dead milk time,1.0,Multiparous
69606,21094,1,8,Astronaut 112,Other,1.0,Primiparous
69612,21094,1,11,Astronaut 111,Stopped by user,1.0,Primiparous
69617,21094,1,13,Astronaut 110,Connection attempt,1.0,Primiparous
69618,21094,1,13,Astronaut 110,Connection time,1.0,Primiparous
69622,21094,1,14,Astronaut 110,Connection attempt,1.0,Primiparous
69644,21094,1,21,Astronaut 110,Dead milk time,1.0,Primiparous
69651,21094,1,23,Astronaut 110,Dead milk time,2.0,Primiparous
69668,21112,2,7,Astronaut 103,Dead milk time,1.0,Multiparous
69679,21112,2,11,Astronaut 103,Connection attempt,1.0,Multiparous
69692,21112,2,15,Astronaut 105,Dead milk time,1.0,Multiparous
69704,21112,2,20,Astronaut 102,Dead milk time,1.0,Multiparous
69707,21112,2,21,Astronaut 101,Dead milk time,1.0,Multiparous
69709,21112,2,21,Astronaut 102,Dead milk time,1.0,Multiparous
69711,21112,2,21,Astronaut 103,Dead milk time,1.0,Multiparous
69713,21112,2,22,Astronaut 101,Dead milk time,1.0,Multiparous
69717,21112,2,23,Astronaut 101,Dead milk time,1.0,Multiparous
69725,21112,2,25,Astronaut 102,Dead milk time,1.0,Multiparous
69727,21112,2,25,Astronaut 103,Dead milk time,1.0,Multiparous
69729,21112,2,26,Astronaut 101,Dead milk time,1.0,Multiparous
69732,21112,2,26,Astronaut 103,Dead milk time,1.0,Multiparous
69749,21112,2,31,Astronaut 101,Dead milk time,1.0,Multiparous
69877,21127,1,9,Astronaut 111,Connection time,1.0,Primiparous
69891,21127,1,14,Astronaut 110,Connection time,1.0,Primiparous
69894,21127,1,14,Astronaut 112,Connection time,3.0,Primiparous
69896,21127,1,15,Astronaut 110,Connection time,2.0,Primiparous
69898,21127,1,15,Astronaut 111,Connection time,2.0,Primiparous
69901,21127,1,16,Astronaut 110,Connection attempt,1.0,Primiparous
69902,21127,1,16,Astronaut 110,Connection time,2.0,Primiparous
69904,21127,1,16,Astronaut 111,Connection time,3.0,Primiparous
69906,21127,1,16,Astronaut 112,Connection time,2.0,Primiparous
69908,21127,1,17,Astronaut 110,Connection time,2.0,Primiparous
69910,21127,1,17,Astronaut 111,Connection time,2.0,Primiparous
69913,21127,1,18,Astronaut 110,Connection attempt,2.0,Primiparous
69914,21127,1,18,Astronaut 110,Connection time,1.0,Primiparous
69916,21127,1,18,Astronaut 111,Connection attempt,1.0,Primiparous
69918,21127,1,18,Astronaut 112,Connection attempt,1.0,Primiparous
69921,21127,1,19,Astronaut 111,Connection time,1.0,Primiparous
69924,21127,1,20,Astronaut 110,Connection attempt,1.0,Primiparous
69926,21127,1,20,Astronaut 111,Connection time,1.0,Primiparous
69932,21127,1,22,Astronaut 110,Connection attempt,1.0,Primiparous
70017,21144,1,31,Astronaut 110,Dead milk time,2.0,Primiparous
70076,21144,2,11,Astronaut 107,Connection attempt,1.0,Multiparous
70139,21144,2,32,Astronaut 110,Dead milk time,1.0,Multiparous
70194,21152,2,14,Astronaut 114,Automatic robot stop,1.0,Multiparous
70201,21152,2,16,Astronaut 115,Dead milk time,1.0,Multiparous
70251,21153,2,13,Astronaut 114,Dead milk time,1.0,Multiparous
70304,21155,1,9,Astronaut 113,Connection attempt,1.0,Primiparous
70307,21155,1,10,Astronaut 113,Connection attempt,1.0,Primiparous
70313,21155,1,12,Astronaut 113,Connection attempt,1.0,Primiparous
70355,21155,2,17,Astronaut 101,Dead milk time,1.0,Multiparous
70370,21160,1,30,Astronaut 110,Dead milk time,1.0,Primiparous
70376,21160,1,32,Astronaut 110,Automatic robot stop,1.0,Primiparous
70397,21160,2,5,Astronaut 103,Connection attempt,1.0,Multiparous
70486,21163,2,23,Astronaut 110,Connection time,1.0,Multiparous
70489,21163,2,23,Astronaut 112,Dead milk time,2.0,Multiparous
70535,21174,2,11,Astronaut 109,Automatic robot stop,1.0,Multiparous
70543,21174,2,14,Astronaut 109,Connection attempt,1.0,Multiparous
70589,21174,2,34,Astronaut 108,Connection attempt,1.0,Multiparous
70605,21181,1,6,Astronaut 113,Connection attempt,1.0,Primiparous
70612,21181,1,8,Astronaut 115,Dead milk time,1.0,Primiparous
70615,21181,1,9,Astronaut 115,Connection attempt,1.0,Primiparous
70663,21181,1,27,Astronaut 114,Dead milk time,1.0,Primiparous
70665,21181,1,27,Astronaut 115,Dead milk time,1.0,Primiparous
70686,21183,1,12,Astronaut 112,Connection attempt,1.0,Primiparous
70717,21183,1,25,Astronaut 110,Connection time,1.0,Primiparous
70724,21183,1,27,Astronaut 111,Connection time,1.0,Primiparous
70727,21183,1,28,Astronaut 110,Dead milk time,1.0,Primiparous
70730,21183,1,28,Astronaut 112,Connection time,1.0,Primiparous
70735,21183,1,30,Astronaut 110,Connection time,4.0,Primiparous
70737,21183,1,30,Astronaut 111,Connection time,1.0,Primiparous
70739,21183,1,30,Astronaut 112,Connection time,1.0,Primiparous
70741,21183,1,31,Astronaut 110,Connection time,1.0,Primiparous
70742,21183,1,31,Astronaut 110,Dead milk time,1.0,Primiparous
70746,21183,1,32,Astronaut 110,Connection time,2.0,Primiparous
70748,21183,1,32,Astronaut 111,Connection time,1.0,Primiparous
70751,21183,1,33,Astronaut 110,Dead milk time,1.0,Primiparous
70752,21183,1,33,Astronaut 110,Other,1.0,Primiparous
70756,21183,1,34,Astronaut 110,Connection attempt,1.0,Primiparous
70757,21183,1,34,Astronaut 110,Connection time,1.0,Primiparous
70765,21183,1,37,Astronaut 110,Dead milk time,1.0,Primiparous
70783,21183,2,5,Astronaut 103,Connection time,1.0,Multiparous
70789,21183,2,8,Astronaut 101,Dead milk time,1.0,Multiparous
70797,21183,2,12,Astronaut 101,Dead milk time,1.0,Multiparous
70800,21183,2,13,Astronaut 101,Dead milk time,2.0,Multiparous
70803,21183,2,14,Astronaut 101,Dead milk time,1.0,Multiparous
70823,21183,2,22,Astronaut 101,Dead milk time,1.0,Multiparous
70832,21183,2,26,Astronaut 101,Dead milk time,1.0,Multiparous
70960,21202,1,14,Astronaut 111,Connection attempt,1.0,Primiparous
71022,21202,2,18,Astronaut 102,Dead milk time,1.0,Multiparous
71028,21202,2,20,Astronaut 101,Connection attempt,1.0,Multiparous
71034,21202,2,21,Astronaut 103,Dead milk time,1.0,Multiparous
71123,21217,1,14,Astronaut 112,Connection attempt,2.0,Primiparous
71126,21217,1,15,Astronaut 112,Connection attempt,2.0,Primiparous
71131,21217,1,17,Astronaut 112,Connection attempt,4.0,Primiparous
71147,21218,1,8,Astronaut 110,Dead milk time,1.0,Primiparous
71154,21218,1,10,Astronaut 110,Dead milk time,1.0,Primiparous
71170,21218,1,15,Astronaut 110,Dead milk time,1.0,Primiparous
71174,21218,1,16,Astronaut 110,Dead milk time,1.0,Primiparous
71189,21218,1,20,Astronaut 112,Dead milk time,1.0,Primiparous
71208,21218,1,26,Astronaut 112,Dead milk time,1.0,Primiparous
71210,21218,1,27,Astronaut 110,Dead milk time,1.0,Primiparous
71219,21218,1,29,Astronaut 112,Dead milk time,1.0,Primiparous
71221,21218,1,30,Astronaut 110,Dead milk time,1.0,Primiparous
71227,21218,1,31,Astronaut 112,Dead milk time,2.0,Primiparous
71231,21218,1,32,Astronaut 112,Dead milk time,3.0,Primiparous
71247,21218,1,37,Astronaut 112,Dead milk time,1.0,Primiparous
71251,21218,1,38,Astronaut 112,Connection time,1.0,Primiparous
71252,21218,1,38,Astronaut 112,Dead milk time,1.0,Primiparous
71257,21218,1,40,Astronaut 110,Dead milk time,1.0,Primiparous
71363,21219,2,9,Astronaut 103,Stopped by user,1.0,Multiparous
71446,21220,2,22,Astronaut 114,Connection time,1.0,Multiparous
71452,21220,2,24,Astronaut 114,Dead milk time,2.0,Multiparous
71458,21220,2,26,Astronaut 114,Connection time,1.0,Multiparous
71459,21220,2,26,Astronaut 114,Dead milk time,1.0,Multiparous
71503,21220,3,12,Astronaut 102,Connection attempt,1.0,Multiparous
71508,21220,3,14,Astronaut 101,Stopped by user,1.0,Multiparous
71564,21223,2,4,Astronaut 102,Dead milk time,1.0,Multiparous
71566,21223,2,4,Astronaut 103,Connection time,1.0,Multiparous
71580,21223,2,11,Astronaut 102,Dead milk time,1.0,Multiparous
71606,21223,2,21,Astronaut 102,Dead milk time,1.0,Multiparous
71610,21223,2,22,Astronaut 102,Dead milk time,1.0,Multiparous
71612,21223,2,22,Astronaut 103,Connection time,1.0,Multiparous
71650,21228,2,6,Astronaut 103,Dead milk time,1.0,Multiparous
71657,21228,2,8,Astronaut 103,Connection attempt,1.0,Multiparous
71693,21228,2,25,Astronaut 103,Connection time,1.0,Multiparous
71705,21228,2,31,Astronaut 101,Connection attempt,1.0,Multiparous
71707,21228,2,31,Astronaut 102,Connection time,1.0,Multiparous
71807,21232,1,20,Astronaut 112,Connection attempt,1.0,Primiparous
71811,21232,1,21,Astronaut 112,Connection attempt,2.0,Primiparous
71857,21233,2,5,Astronaut 106,Connection time,1.0,Multiparous
71891,21235,1,11,Astronaut 110,Dead milk time,1.0,Primiparous
71902,21235,1,15,Astronaut 110,Connection attempt,1.0,Primiparous
71906,21235,1,16,Astronaut 110,Dead milk time,1.0,Primiparous
71910,21235,1,17,Astronaut 110,Dead milk time,1.0,Primiparous
72012,21238,1,9,Astronaut 115,Connection attempt,1.0,Primiparous
72099,21250,2,17,Astronaut 102,Dead milk time,1.0,Multiparous
72108,21250,2,20,Astronaut 102,Dead milk time,1.0,Multiparous
72144,21250,2,32,Astronaut 103,Dead milk time,1.0,Multiparous
72148,21250,2,33,Astronaut 103,Dead milk time,1.0,Multiparous
72160,21251,2,3,Astronaut 103,Connection attempt,1.0,Multiparous
72165,21251,2,5,Astronaut 103,Connection attempt,1.0,Multiparous
72192,21251,2,20,Astronaut 101,Dead milk time,4.0,Multiparous
72194,21251,2,20,Astronaut 102,Dead milk time,1.0,Multiparous
72196,21251,2,20,Astronaut 103,Dead milk time,2.0,Multiparous
72300,21260,2,5,Astronaut 109,Automatic robot stop,1.0,Multiparous
72342,21287,2,7,Astronaut 103,Connection attempt,1.0,Multiparous
72343,21287,2,7,Astronaut 103,Connection time,1.0,Multiparous
72411,21288,2,9,Astronaut 113,Connection attempt,1.0,Multiparous
72413,21288,2,9,Astronaut 114,Connection time,1.0,Multiparous
72417,21288,2,10,Astronaut 114,Connection time,1.0,Multiparous
72419,21288,2,10,Astronaut 115,Connection time,1.0,Multiparous
72422,21288,2,11,Astronaut 114,Connection time,1.0,Multiparous
72425,21288,2,12,Astronaut 113,Connection attempt,2.0,Multiparous
72426,21288,2,12,Astronaut 113,Connection time,1.0,Multiparous
72428,21288,2,12,Astronaut 114,Connection time,4.0,Multiparous
72431,21288,2,13,Astronaut 113,Connection time,2.0,Multiparous
72438,21288,2,15,Astronaut 113,Connection attempt,1.0,Multiparous
72439,21288,2,15,Astronaut 113,Connection time,1.0,Multiparous
72441,21288,2,15,Astronaut 114,Connection time,2.0,Multiparous
72444,21288,2,16,Astronaut 113,Connection time,1.0,Multiparous
72446,21288,2,16,Astronaut 114,Connection time,3.0,Multiparous
72448,21288,2,16,Astronaut 115,Connection time,1.0,Multiparous
72450,21288,2,17,Astronaut 113,Connection time,1.0,Multiparous
72452,21288,2,17,Astronaut 114,Connection time,1.0,Multiparous
72454,21288,2,17,Astronaut 115,Connection time,1.0,Multiparous
72456,21288,2,18,Astronaut 113,Connection time,1.0,Multiparous
72458,21288,2,18,Astronaut 114,Connection time,3.0,Multiparous
72461,21288,2,19,Astronaut 113,Connection time,1.0,Multiparous
72497,21288,3,13,Astronaut 118,Connection time,1.0,Multiparous
72504,21288,3,15,Astronaut 118,Connection time,1.0,Multiparous
72522,21288,3,21,Astronaut 117,Automatic robot stop,1.0,Multiparous
72559,21301,2,9,Astronaut 111,Automatic robot stop,1.0,Multiparous
72584,21301,2,20,Astronaut 110,Connection attempt,1.0,Multiparous
72626,21314,2,2,Astronaut 111,Connection attempt,1.0,Multiparous
72640,21314,2,7,Astronaut 110,Dead milk time,3.0,Multiparous
72652,21314,2,11,Astronaut 110,Dead milk time,2.0,Multiparous
72679,21314,2,20,Astronaut 110,Dead milk time,1.0,Multiparous
72719,21314,2,33,Astronaut 110,Dead milk time,1.0,Multiparous
72763,21321,2,19,Astronaut 103,Connection attempt,1.0,Multiparous
72806,21325,1,7,Astronaut 115,Connection attempt,1.0,Primiparous
72810,21325,1,8,Astronaut 115,Connection attempt,1.0,Primiparous
72849,21325,1,25,Astronaut 114,Connection time,1.0,Primiparous
72862,21325,1,30,Astronaut 114,Dead milk time,1.0,Primiparous
72867,21325,1,32,Astronaut 113,Dead milk time,1.0,Primiparous
72869,21325,1,32,Astronaut 114,Dead milk time,4.0,Primiparous
72872,21325,1,33,Astronaut 113,Dead milk time,1.0,Primiparous
72874,21325,1,33,Astronaut 114,Dead milk time,4.0,Primiparous
72877,21325,1,34,Astronaut 114,Dead milk time,1.0,Primiparous
72881,21325,1,35,Astronaut 114,Dead milk time,2.0,Primiparous
72885,21325,1,36,Astronaut 114,Dead milk time,1.0,Primiparous
72933,21325,2,22,Astronaut 103,Connection attempt,1.0,Multiparous
72946,21325,2,27,Astronaut 103,Dead milk time,1.0,Multiparous
72959,21329,2,5,Astronaut 103,Connection attempt,2.0,Multiparous
72971,21329,2,11,Astronaut 102,Dead milk time,1.0,Multiparous
72975,21329,2,12,Astronaut 102,Dead milk time,1.0,Multiparous
73034,21330,1,3,Astronaut 112,Connection time,2.0,Primiparous
