,Animal Number,gestation,months,weeks,correct_pen,Device Name,visit_results_new,failed_count,parity
79489,21127,1,6,22,33,Astronaut 110,Connection attempt,1.0,Primiparous
79585,21144,1,8,31,33,Astronaut 110,Dead milk time,2.0,Primiparous
79650,21144,2,3,11,32,Astronaut 107,Connection attempt,1.0,Multiparous
79723,21144,2,8,32,33,Astronaut 110,Dead milk time,1.0,Multiparous
79784,21152,2,4,14,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
79790,21152,2,4,16,34,Astronaut 115,Dead milk time,1.0,Multiparous
79850,21153,2,4,13,34,Astronaut 114,Dead milk time,1.0,Multiparous
79910,21155,1,3,9,34,Astronaut 113,Connection attempt,1.0,Primiparous
79913,21155,1,3,10,34,Astronaut 113,Connection attempt,1.0,Primiparous
79919,21155,1,3,12,34,Astronaut 113,Connection attempt,1.0,Primiparous
79969,21155,2,5,17,30,Astronaut 101,Dead milk time,1.0,Multiparous
79985,21160,1,8,30,33,Astronaut 110,Dead milk time,1.0,Primiparous
79991,21160,1,8,32,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
80014,21160,2,2,5,30,Astronaut 103,Connection attempt,1.0,Multiparous
80119,21163,2,6,23,33,Astronaut 110,Connection time,1.0,Multiparous
80122,21163,2,6,23,33,Astronaut 112,Dead milk time,2.0,Multiparous
80172,21174,2,3,11,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
80183,21174,2,4,14,32,Astronaut 109,Connection attempt,1.0,Multiparous
80236,21174,2,9,34,32,Astronaut 108,Connection attempt,1.0,Multiparous
80253,21181,1,2,6,34,Astronaut 113,Connection attempt,1.0,Primiparous
80261,21181,1,3,8,34,Astronaut 115,Dead milk time,1.0,Primiparous
80264,21181,1,3,9,34,Astronaut 115,Connection attempt,1.0,Primiparous
80315,21181,1,7,27,34,Astronaut 114,Dead milk time,1.0,Primiparous
80317,21181,1,7,27,34,Astronaut 115,Dead milk time,1.0,Primiparous
80342,21183,1,4,12,33,Astronaut 112,Connection attempt,1.0,Primiparous
80376,21183,1,7,25,33,Astronaut 110,Connection time,1.0,Primiparous
80383,21183,1,7,27,33,Astronaut 111,Connection time,1.0,Primiparous
80386,21183,1,7,28,33,Astronaut 110,Dead milk time,1.0,Primiparous
80389,21183,1,7,28,33,Astronaut 112,Connection time,1.0,Primiparous
80396,21183,1,8,30,33,Astronaut 110,Connection time,4.0,Primiparous
80398,21183,1,8,30,33,Astronaut 111,Connection time,1.0,Primiparous
80400,21183,1,8,30,33,Astronaut 112,Connection time,1.0,Primiparous
80402,21183,1,8,31,33,Astronaut 110,Connection time,1.0,Primiparous
80403,21183,1,8,31,33,Astronaut 110,Dead milk time,1.0,Primiparous
80407,21183,1,8,32,33,Astronaut 110,Connection time,2.0,Primiparous
80409,21183,1,8,32,33,Astronaut 111,Connection time,1.0,Primiparous
80412,21183,1,8,33,33,Astronaut 110,Dead milk time,1.0,Primiparous
80416,21183,1,9,33,33,Astronaut 110,Other,1.0,Primiparous
80420,21183,1,9,34,33,Astronaut 110,Connection attempt,1.0,Primiparous
80421,21183,1,9,34,33,Astronaut 110,Connection time,1.0,Primiparous
80429,21183,1,9,37,33,Astronaut 110,Dead milk time,1.0,Primiparous
80448,21183,2,2,5,30,Astronaut 103,Connection time,1.0,Multiparous
80456,21183,2,3,8,30,Astronaut 101,Dead milk time,1.0,Multiparous
80465,21183,2,4,12,30,Astronaut 101,Dead milk time,1.0,Multiparous
80468,21183,2,4,13,30,Astronaut 101,Dead milk time,2.0,Multiparous
80471,21183,2,4,14,30,Astronaut 101,Dead milk time,1.0,Multiparous
80493,21183,2,6,22,30,Astronaut 101,Dead milk time,1.0,Multiparous
80502,21183,2,7,26,30,Astronaut 101,Dead milk time,1.0,Multiparous
80646,21202,1,4,14,33,Astronaut 111,Connection attempt,1.0,Primiparous
80720,21202,2,5,18,30,Astronaut 102,Dead milk time,1.0,Multiparous
80726,21202,2,5,20,30,Astronaut 101,Connection attempt,1.0,Multiparous
80734,21202,2,6,21,30,Astronaut 103,Dead milk time,1.0,Multiparous
80831,21217,1,4,14,33,Astronaut 112,Connection attempt,2.0,Primiparous
80834,21217,1,4,15,33,Astronaut 112,Connection attempt,2.0,Primiparous
80840,21217,1,5,17,33,Astronaut 112,Connection attempt,4.0,Primiparous
80857,21218,1,3,8,33,Astronaut 110,Dead milk time,1.0,Primiparous
80864,21218,1,3,10,33,Astronaut 110,Dead milk time,1.0,Primiparous
80883,21218,1,4,15,33,Astronaut 110,Dead milk time,1.0,Primiparous
80890,21218,1,5,16,33,Astronaut 110,Dead milk time,1.0,Primiparous
80904,21218,1,5,20,33,Astronaut 112,Dead milk time,1.0,Primiparous
80926,21218,1,7,26,33,Astronaut 112,Dead milk time,1.0,Primiparous
80928,21218,1,7,27,33,Astronaut 110,Dead milk time,1.0,Primiparous
80940,21218,1,8,29,33,Astronaut 112,Dead milk time,1.0,Primiparous
80942,21218,1,8,30,33,Astronaut 110,Dead milk time,1.0,Primiparous
80948,21218,1,8,31,33,Astronaut 112,Dead milk time,2.0,Primiparous
80952,21218,1,8,32,33,Astronaut 112,Dead milk time,3.0,Primiparous
80971,21218,1,9,37,33,Astronaut 112,Dead milk time,1.0,Primiparous
80975,21218,1,10,38,33,Astronaut 112,Connection time,1.0,Primiparous
80976,21218,1,10,38,33,Astronaut 112,Dead milk time,1.0,Primiparous
80981,21218,1,10,40,33,Astronaut 110,Dead milk time,1.0,Primiparous
81103,21219,2,3,9,30,Astronaut 103,Stopped by user,1.0,Multiparous
81197,21220,2,6,22,34,Astronaut 114,Connection time,1.0,Multiparous
81203,21220,2,6,24,34,Astronaut 114,Dead milk time,2.0,Multiparous
81209,21220,2,7,26,34,Astronaut 114,Connection time,1.0,Multiparous
81210,21220,2,7,26,34,Astronaut 114,Dead milk time,1.0,Multiparous
81260,21220,3,4,12,30,Astronaut 102,Connection attempt,1.0,Multiparous
81264,21220,3,4,14,30,Astronaut 101,Stopped by user,1.0,Multiparous
81330,21223,2,2,4,30,Astronaut 102,Dead milk time,1.0,Multiparous
81332,21223,2,2,4,30,Astronaut 103,Connection time,1.0,Multiparous
81348,21223,2,3,11,30,Astronaut 102,Dead milk time,1.0,Multiparous
81380,21223,2,6,21,30,Astronaut 102,Dead milk time,1.0,Multiparous
81384,21223,2,6,22,30,Astronaut 102,Dead milk time,1.0,Multiparous
81386,21223,2,6,22,30,Astronaut 103,Connection time,1.0,Multiparous
81427,21228,2,2,6,30,Astronaut 103,Dead milk time,1.0,Multiparous
81435,21228,2,3,8,30,Astronaut 103,Connection attempt,1.0,Multiparous
81474,21228,2,7,25,30,Astronaut 103,Connection time,1.0,Multiparous
81488,21228,2,8,31,30,Astronaut 101,Connection attempt,1.0,Multiparous
81490,21228,2,8,31,30,Astronaut 102,Connection time,1.0,Multiparous
81603,21232,1,5,20,33,Astronaut 112,Connection attempt,1.0,Primiparous
81609,21232,1,6,21,33,Astronaut 112,Connection attempt,2.0,Primiparous
81659,21233,2,2,5,31,Astronaut 106,Connection time,1.0,Multiparous
81697,21235,1,3,11,33,Astronaut 110,Dead milk time,1.0,Primiparous
81709,21235,1,4,15,33,Astronaut 110,Connection attempt,1.0,Primiparous
81714,21235,1,5,16,33,Astronaut 110,Dead milk time,1.0,Primiparous
81718,21235,1,5,17,33,Astronaut 110,Dead milk time,1.0,Primiparous
81834,21238,1,3,9,34,Astronaut 115,Connection attempt,1.0,Primiparous
81937,21250,2,5,17,30,Astronaut 102,Dead milk time,1.0,Multiparous
81946,21250,2,5,20,30,Astronaut 102,Dead milk time,1.0,Multiparous
81987,21250,2,8,32,30,Astronaut 103,Dead milk time,1.0,Multiparous
81991,21250,2,8,33,30,Astronaut 103,Dead milk time,1.0,Multiparous
82007,21251,2,2,3,30,Astronaut 103,Connection attempt,1.0,Multiparous
82012,21251,2,2,5,30,Astronaut 103,Connection attempt,1.0,Multiparous
82042,21251,2,5,20,30,Astronaut 101,Dead milk time,4.0,Multiparous
82044,21251,2,5,20,30,Astronaut 102,Dead milk time,1.0,Multiparous
82046,21251,2,5,20,30,Astronaut 103,Dead milk time,2.0,Multiparous
82161,21260,2,2,5,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
82207,21287,2,2,7,30,Astronaut 103,Connection attempt,1.0,Multiparous
82208,21287,2,2,7,30,Astronaut 103,Connection time,1.0,Multiparous
82287,21288,2,3,9,34,Astronaut 113,Connection attempt,1.0,Multiparous
82289,21288,2,3,9,34,Astronaut 114,Connection time,1.0,Multiparous
82293,21288,2,3,10,34,Astronaut 114,Connection time,1.0,Multiparous
82295,21288,2,3,10,34,Astronaut 115,Connection time,1.0,Multiparous
82298,21288,2,3,11,34,Astronaut 114,Connection time,1.0,Multiparous
82302,21288,2,3,12,34,Astronaut 114,Connection time,1.0,Multiparous
82305,21288,2,4,12,34,Astronaut 113,Connection attempt,2.0,Multiparous
82306,21288,2,4,12,34,Astronaut 113,Connection time,1.0,Multiparous
82308,21288,2,4,12,34,Astronaut 114,Connection time,3.0,Multiparous
82310,21288,2,4,13,34,Astronaut 113,Connection time,2.0,Multiparous
82317,21288,2,4,15,34,Astronaut 113,Connection attempt,1.0,Multiparous
82318,21288,2,4,15,34,Astronaut 113,Connection time,1.0,Multiparous
82320,21288,2,4,15,34,Astronaut 114,Connection time,2.0,Multiparous
82323,21288,2,4,16,34,Astronaut 113,Connection time,1.0,Multiparous
82325,21288,2,4,16,34,Astronaut 114,Connection time,1.0,Multiparous
82329,21288,2,5,16,34,Astronaut 114,Connection time,2.0,Multiparous
82331,21288,2,5,16,34,Astronaut 115,Connection time,1.0,Multiparous
82333,21288,2,5,17,34,Astronaut 113,Connection time,1.0,Multiparous
82335,21288,2,5,17,34,Astronaut 114,Connection time,1.0,Multiparous
82337,21288,2,5,17,34,Astronaut 115,Connection time,1.0,Multiparous
82339,21288,2,5,18,34,Astronaut 113,Connection time,1.0,Multiparous
82341,21288,2,5,18,34,Astronaut 114,Connection time,3.0,Multiparous
82344,21288,2,5,19,34,Astronaut 113,Connection time,1.0,Multiparous
82387,21288,3,4,13,35,Astronaut 118,Connection time,1.0,Multiparous
82394,21288,3,4,15,35,Astronaut 118,Connection time,1.0,Multiparous
82416,21288,3,6,21,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
82457,21301,2,3,9,33,Astronaut 111,Automatic robot stop,1.0,Multiparous
82488,21301,2,6,20,33,Astronaut 110,Connection attempt,1.0,Multiparous
82532,21314,2,1,2,33,Astronaut 111,Connection attempt,1.0,Multiparous
82547,21314,2,2,7,33,Astronaut 110,Dead milk time,2.0,Multiparous
82551,21314,2,3,7,33,Astronaut 110,Dead milk time,1.0,Multiparous
82562,21314,2,3,11,33,Astronaut 110,Dead milk time,2.0,Multiparous
82594,21314,2,5,20,33,Astronaut 110,Dead milk time,1.0,Multiparous
82641,21314,2,9,33,33,Astronaut 110,Dead milk time,1.0,Multiparous
82689,21321,2,5,19,30,Astronaut 103,Connection attempt,1.0,Multiparous
82735,21325,1,2,7,34,Astronaut 115,Connection attempt,1.0,Primiparous
82740,21325,1,3,8,34,Astronaut 115,Connection attempt,1.0,Primiparous
82784,21325,1,7,25,34,Astronaut 114,Connection time,1.0,Primiparous
82799,21325,1,8,30,34,Astronaut 114,Dead milk time,1.0,Primiparous
82804,21325,1,8,32,34,Astronaut 113,Dead milk time,1.0,Primiparous
82806,21325,1,8,32,34,Astronaut 114,Dead milk time,4.0,Primiparous
82810,21325,1,8,33,34,Astronaut 114,Dead milk time,3.0,Primiparous
82813,21325,1,9,33,34,Astronaut 113,Dead milk time,1.0,Primiparous
82815,21325,1,9,33,34,Astronaut 114,Dead milk time,1.0,Primiparous
82818,21325,1,9,34,34,Astronaut 114,Dead milk time,1.0,Primiparous
82822,21325,1,9,35,34,Astronaut 114,Dead milk time,2.0,Primiparous
82826,21325,1,9,36,34,Astronaut 114,Dead milk time,1.0,Primiparous
82881,21325,2,6,22,30,Astronaut 103,Connection attempt,1.0,Multiparous
82894,21325,2,7,27,30,Astronaut 103,Dead milk time,1.0,Multiparous
82908,21329,2,2,5,30,Astronaut 103,Connection attempt,2.0,Multiparous
82921,21329,2,3,11,30,Astronaut 102,Dead milk time,1.0,Multiparous
82927,21329,2,4,12,30,Astronaut 102,Dead milk time,1.0,Multiparous
82990,21330,1,1,3,33,Astronaut 112,Connection time,1.0,Primiparous
82992,21330,1,2,3,33,Astronaut 112,Connection time,1.0,Primiparous
82999,21330,1,2,6,33,Astronaut 111,Connection attempt,1.0,Primiparous
83005,21330,1,3,8,33,Astronaut 110,Connection attempt,1.0,Primiparous
83007,21330,1,3,8,33,Astronaut 111,Connection attempt,2.0,Primiparous
83012,21330,1,3,9,33,Astronaut 112,Connection attempt,1.0,Primiparous
83029,21330,1,4,15,33,Astronaut 110,Connection attempt,1.0,Primiparous
83031,21330,1,4,15,33,Astronaut 111,Connection attempt,1.0,Primiparous
83037,21330,1,5,16,33,Astronaut 110,Connection attempt,1.0,Primiparous
83040,21330,1,5,16,33,Astronaut 112,Connection time,1.0,Primiparous
83042,21330,1,5,17,33,Astronaut 110,Connection attempt,1.0,Primiparous
83043,21330,1,5,17,33,Astronaut 110,Connection time,1.0,Primiparous
83045,21330,1,5,17,33,Astronaut 111,Connection time,1.0,Primiparous
83050,21330,1,5,18,33,Astronaut 112,Connection attempt,1.0,Primiparous
83052,21330,1,5,19,33,Astronaut 110,Connection time,1.0,Primiparous
83057,21330,1,6,20,33,Astronaut 110,Connection attempt,1.0,Primiparous
83065,21330,1,6,22,33,Astronaut 112,Connection time,1.0,Primiparous
83067,21330,1,6,23,33,Astronaut 110,Connection attempt,1.0,Primiparous
83074,21330,1,7,25,33,Astronaut 110,Connection attempt,1.0,Primiparous
83083,21330,1,7,28,33,Astronaut 110,Connection attempt,3.0,Primiparous
83093,21330,1,8,31,33,Astronaut 110,Connection attempt,1.0,Primiparous
83127,21330,2,3,9,31,Astronaut 104,Connection attempt,1.0,Multiparous
83146,21330,2,4,14,31,Astronaut 105,Connection time,1.0,Multiparous
83149,21330,2,4,15,31,Astronaut 104,Connection attempt,1.0,Multiparous
83151,21330,2,4,15,31,Astronaut 105,Dead milk time,1.0,Multiparous
83160,21330,2,5,18,31,Astronaut 104,Connection attempt,1.0,Multiparous
83164,21330,2,5,19,31,Astronaut 104,Connection attempt,1.0,Multiparous
83236,21337,2,2,5,30,Astronaut 103,Connection attempt,1.0,Multiparous
83253,21337,2,3,11,30,Astronaut 102,Dead milk time,1.0,Multiparous
83266,21337,2,4,14,30,Astronaut 102,Dead milk time,1.0,Multiparous
83294,21337,2,6,23,30,Astronaut 101,Connection attempt,1.0,Multiparous
83307,21337,2,7,27,30,Astronaut 101,Dead milk time,1.0,Multiparous
83403,21341,1,7,28,33,Astronaut 110,Connection attempt,1.0,Primiparous
83526,21345,1,2,4,33,Astronaut 111,Connection time,1.0,Primiparous
83532,21345,1,2,6,33,Astronaut 112,Connection attempt,1.0,Primiparous
83544,21345,1,3,10,33,Astronaut 112,Dead milk time,1.0,Primiparous
83552,21345,1,4,14,33,Astronaut 112,Connection time,1.0,Primiparous
83555,21345,1,4,15,33,Astronaut 112,Connection attempt,1.0,Primiparous
83634,21363,2,3,9,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
83705,21364,2,2,6,30,Astronaut 101,Dead milk time,1.0,Multiparous
83751,21364,2,5,19,30,Astronaut 101,Dead milk time,2.0,Multiparous
83780,21364,2,7,28,30,Astronaut 101,Dead milk time,1.0,Multiparous
83844,21367,2,6,23,34,Astronaut 115,Connection attempt,1.0,Multiparous
83870,21370,2,2,5,34,Astronaut 114,Connection time,1.0,Multiparous
83898,21370,2,4,13,34,Astronaut 114,Connection attempt,2.0,Multiparous
83917,21370,2,5,20,34,Astronaut 114,Connection time,1.0,Multiparous
84014,21374,2,3,7,30,Astronaut 103,Connection attempt,1.0,Multiparous
84021,21374,2,3,10,30,Astronaut 103,Connection attempt,1.0,Multiparous
84097,21376,1,3,9,33,Astronaut 112,Dead milk time,1.0,Primiparous
84241,21394,2,2,3,33,Astronaut 111,Automatic robot stop,1.0,Multiparous
84250,21394,2,2,7,33,Astronaut 110,Dead milk time,1.0,Multiparous
84339,21394,2,9,34,33,Astronaut 110,Dead milk time,1.0,Multiparous
84383,21409,2,4,14,30,Astronaut 101,Dead milk time,1.0,Multiparous
84387,21409,2,4,15,30,Astronaut 101,Connection time,2.0,Multiparous
84392,21409,2,4,16,30,Astronaut 102,Dead milk time,1.0,Multiparous
84404,21409,2,5,19,30,Astronaut 101,Connection time,1.0,Multiparous
84414,21409,2,6,21,30,Astronaut 103,Connection attempt,1.0,Multiparous
84426,21409,2,7,26,30,Astronaut 101,Connection time,1.0,Multiparous
84429,21409,2,7,27,30,Astronaut 101,Connection time,1.0,Multiparous
84435,21409,2,7,28,30,Astronaut 103,Dead milk time,1.0,Multiparous
84439,21409,2,7,29,30,Astronaut 103,Dead milk time,1.0,Multiparous
84444,21409,2,8,30,30,Astronaut 101,Dead milk time,1.0,Multiparous
84450,21409,2,8,31,30,Astronaut 103,Dead milk time,1.0,Multiparous
84454,21409,2,8,32,30,Astronaut 103,Dead milk time,1.0,Multiparous
84540,21424,1,2,6,33,Astronaut 111,Connection attempt,1.0,Primiparous
84541,21424,1,2,6,33,Astronaut 111,Connection time,1.0,Primiparous
84543,21424,1,2,6,33,Astronaut 112,Connection time,2.0,Primiparous
84545,21424,1,2,7,33,Astronaut 110,Connection time,2.0,Primiparous
84547,21424,1,2,7,33,Astronaut 111,Connection time,4.0,Primiparous
84549,21424,1,2,7,33,Astronaut 112,Connection time,1.0,Primiparous
84551,21424,1,3,7,33,Astronaut 110,Connection time,1.0,Primiparous
84553,21424,1,3,7,33,Astronaut 111,Connection time,1.0,Primiparous
84636,21426,2,2,3,30,Astronaut 102,Dead milk time,1.0,Multiparous
84688,21426,2,5,20,30,Astronaut 103,Dead milk time,1.0,Multiparous
84711,21444,1,1,3,33,Astronaut 112,Connection attempt,2.0,Primiparous
84715,21444,1,2,4,33,Astronaut 112,Connection time,1.0,Primiparous
84723,21444,1,2,7,33,Astronaut 111,Connection attempt,1.0,Primiparous
84732,21444,1,3,12,33,Astronaut 110,Dead milk time,2.0,Primiparous
84752,21444,1,5,19,33,Astronaut 112,Connection attempt,1.0,Primiparous
84782,21444,2,3,8,35,Astronaut 117,Connection attempt,1.0,Multiparous
84846,21461,2,4,15,33,Astronaut 111,Connection attempt,1.0,Multiparous
84870,21490,1,2,3,34,Astronaut 114,Automatic robot stop,1.0,Primiparous
84924,21490,1,5,20,34,Astronaut 114,Dead milk time,1.0,Primiparous
84929,21490,1,6,21,34,Astronaut 113,Dead milk time,1.0,Primiparous
84939,21490,1,7,25,34,Astronaut 114,Dead milk time,1.0,Primiparous
84941,21490,1,7,25,34,Astronaut 115,Dead milk time,1.0,Primiparous
84970,21496,2,2,6,30,Astronaut 103,Connection attempt,1.0,Multiparous
84974,21496,2,2,7,30,Astronaut 103,Connection attempt,1.0,Multiparous
85062,21498,2,3,9,34,Astronaut 115,Connection attempt,1.0,Multiparous
85097,21504,2,2,3,34,Astronaut 115,Connection time,1.0,Multiparous
85178,21552,1,3,9,34,Astronaut 115,Stopped by user,1.0,Primiparous
85190,21552,1,4,14,34,Astronaut 114,Dead milk time,1.0,Primiparous
85324,21581,2,6,23,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
85371,21593,1,1,2,34,Astronaut 113,Connection attempt,1.0,Primiparous
85424,21593,2,3,8,34,Astronaut 113,Dead milk time,1.0,Multiparous
85525,21613,1,2,4,34,Astronaut 113,Connection attempt,1.0,Primiparous
85541,21613,1,3,9,34,Astronaut 114,Connection attempt,2.0,Primiparous
85542,21613,1,3,9,34,Astronaut 114,Connection time,2.0,Primiparous
85544,21613,1,3,9,34,Astronaut 115,Connection attempt,1.0,Primiparous
85547,21613,1,3,10,34,Astronaut 114,Connection attempt,1.0,Primiparous
85548,21613,1,3,10,34,Astronaut 114,Connection time,1.0,Primiparous
85552,21613,1,3,11,34,Astronaut 114,Connection attempt,1.0,Primiparous
85553,21613,1,3,11,34,Astronaut 114,Connection time,1.0,Primiparous
85559,21613,1,4,12,34,Astronaut 113,Connection attempt,1.0,Primiparous
85561,21613,1,4,12,34,Astronaut 114,Connection time,1.0,Primiparous
85565,21613,1,4,13,34,Astronaut 114,Connection time,1.0,Primiparous
85577,21613,1,5,17,34,Astronaut 113,Dead milk time,2.0,Primiparous
85661,21638,1,2,4,33,Astronaut 110,Dead milk time,1.0,Primiparous
85848,21646,1,3,7,34,Astronaut 115,Connection time,1.0,Primiparous
85850,21646,1,3,8,34,Astronaut 115,Connection time,1.0,Primiparous
85856,21646,1,3,10,34,Astronaut 115,Connection time,2.0,Primiparous
85859,21646,1,3,11,34,Astronaut 115,Connection time,2.0,Primiparous
85865,21646,1,4,13,34,Astronaut 114,Dead milk time,1.0,Primiparous
85971,21666,2,3,9,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
86044,21677,1,4,15,34,Astronaut 114,Connection time,1.0,Primiparous
86061,21677,1,6,20,34,Astronaut 113,Connection time,1.0,Primiparous
86166,21680,1,6,21,33,Astronaut 112,Connection attempt,1.0,Primiparous
86199,21684,1,2,5,34,Astronaut 113,Connection attempt,1.0,Primiparous
86231,21684,1,4,16,34,Astronaut 114,Dead milk time,1.0,Primiparous
86240,21684,1,5,18,34,Astronaut 114,Dead milk time,1.0,Primiparous
86252,21694,2,1,3,32,Astronaut 109,Connection time,1.0,Multiparous
86258,21694,2,2,7,32,Astronaut 107,Connection attempt,1.0,Multiparous
86294,21700,1,4,15,32,Astronaut 109,Dead milk time,1.0,Primiparous
86388,21700,1,12,47,32,Astronaut 108,Connection time,1.0,Primiparous
86395,21700,1,12,49,32,Astronaut 109,Dead milk time,1.0,Primiparous
86433,21701,2,2,5,33,Astronaut 110,Dead milk time,1.0,Multiparous
86437,21703,1,1,2,33,Astronaut 112,Stopped by user,1.0,Primiparous
86448,21703,1,2,7,33,Astronaut 110,Connection attempt,1.0,Primiparous
86452,21703,1,3,8,33,Astronaut 110,Connection attempt,1.0,Primiparous
86454,21703,1,3,8,33,Astronaut 111,Dead milk time,1.0,Primiparous
86456,21703,1,3,8,33,Astronaut 112,Dead milk time,1.0,Primiparous
86462,21703,1,3,11,33,Astronaut 110,Connection attempt,1.0,Primiparous
86467,21703,1,4,12,33,Astronaut 110,Connection attempt,1.0,Primiparous
86485,21703,1,5,17,33,Astronaut 111,Connection attempt,1.0,Primiparous
86495,21703,2,1,2,32,Astronaut 107,Connection attempt,1.0,Multiparous
86497,21703,2,1,3,32,Astronaut 107,Connection attempt,1.0,Multiparous
