,Animal Number,gestation,months,weeks,correct_pen,Device Name,visit_results_new,failed_count,parity
73346,20753,4,9,36,34,Astronaut 115,Dead milk time,1.0,Multiparous
73355,20753,4,10,39,34,Astronaut 115,Connection time,1.0,Multiparous
73366,20757,2,2,4,32,Astronaut 108,Connection attempt,1.0,Multiparous
73438,20757,2,6,24,32,Astronaut 109,Dead milk time,1.0,Multiparous
73534,20765,1,5,19,33,Astronaut 110,Dead milk time,1.0,Primiparous
73598,20765,1,10,39,33,Astronaut 110,Dead milk time,1.0,Primiparous
73622,20765,2,3,8,30,Astronaut 101,Connection attempt,1.0,Multiparous
73704,20765,2,9,36,31,Astronaut 105,Connection time,1.0,Multiparous
73707,20765,2,9,37,31,Astronaut 104,Connection time,1.0,Multiparous
73713,20765,2,10,38,31,Astronaut 106,Connection time,1.0,Multiparous
73718,20765,2,10,40,31,Astronaut 104,Connection time,3.0,Multiparous
73721,20765,2,10,40,31,Astronaut 106,Connection time,1.0,Multiparous
73723,20765,2,10,41,31,Astronaut 104,Connection time,1.0,Multiparous
73728,20765,2,11,42,31,Astronaut 104,Connection time,1.0,Multiparous
73958,20788,2,7,25,31,Astronaut 106,Dead milk time,1.0,Multiparous
73962,20788,2,7,26,31,Astronaut 106,Connection time,1.0,Multiparous
73990,20799,2,3,8,32,Astronaut 109,Dead milk time,1.0,Multiparous
73993,20799,2,3,9,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
74014,20799,2,5,17,32,Astronaut 108,Dead milk time,1.0,Multiparous
74020,20799,2,5,19,32,Astronaut 108,Dead milk time,1.0,Multiparous
74027,20799,2,6,22,32,Astronaut 108,Connection time,1.0,Multiparous
74037,20799,2,7,26,32,Astronaut 108,Dead milk time,1.0,Multiparous
74041,20799,2,7,27,32,Astronaut 108,Dead milk time,1.0,Multiparous
74064,20809,1,3,8,34,Astronaut 115,Connection time,1.0,Primiparous
74068,20809,1,3,9,34,Astronaut 115,Dead milk time,1.0,Primiparous
74105,20809,1,5,20,34,Astronaut 114,Dead milk time,1.0,Primiparous
74125,20809,1,7,26,34,Astronaut 113,Dead milk time,1.0,Primiparous
74127,20809,1,7,26,34,Astronaut 114,Dead milk time,1.0,Primiparous
74140,20809,1,8,29,34,Astronaut 114,Dead milk time,1.0,Primiparous
74147,20809,1,8,31,34,Astronaut 114,Dead milk time,1.0,Primiparous
74167,20809,1,9,36,34,Astronaut 115,Dead milk time,1.0,Primiparous
74180,20809,2,2,7,33,Astronaut 110,Dead milk time,1.0,Multiparous
74231,20809,2,5,20,32,Astronaut 109,Dead milk time,1.0,Multiparous
74236,20809,2,6,21,32,Astronaut 108,Dead milk time,1.0,Multiparous
74240,20809,2,6,22,32,Astronaut 108,Dead milk time,1.0,Multiparous
74249,20809,2,7,25,32,Astronaut 108,Dead milk time,1.0,Multiparous
74298,20831,2,3,9,31,Astronaut 104,Connection time,3.0,Multiparous
74335,20831,2,5,19,31,Astronaut 106,Connection attempt,1.0,Multiparous
74410,20836,2,1,2,32,Astronaut 107,Dead milk time,2.0,Multiparous
74421,20836,2,2,6,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
74468,20836,2,7,27,32,Astronaut 108,Dead milk time,1.0,Multiparous
74472,20836,2,7,28,32,Astronaut 108,Dead milk time,1.0,Multiparous
74489,20836,2,9,34,32,Astronaut 108,Connection time,1.0,Multiparous
74493,20836,2,9,35,32,Astronaut 109,Connection time,1.0,Multiparous
74592,20838,2,2,6,30,Astronaut 103,Connection attempt,2.0,Multiparous
74610,20838,2,3,12,30,Astronaut 102,Dead milk time,1.0,Multiparous
74692,20839,2,4,14,33,Astronaut 110,Connection attempt,1.0,Multiparous
74747,20839,2,8,31,33,Astronaut 112,Connection time,1.0,Multiparous
74845,20840,2,6,23,32,Astronaut 109,Connection time,1.0,Multiparous
74848,20840,2,6,24,32,Astronaut 108,Connection time,1.0,Multiparous
74850,20840,2,6,24,32,Astronaut 109,Connection time,1.0,Multiparous
74854,20840,2,7,25,32,Astronaut 109,Connection time,1.0,Multiparous
74868,20840,2,8,30,32,Astronaut 109,Connection time,1.0,Multiparous
74877,20840,2,9,33,32,Astronaut 108,Connection time,1.0,Multiparous
74883,20840,2,9,35,32,Astronaut 108,Dead milk time,1.0,Multiparous
74887,20840,2,9,36,32,Astronaut 108,Connection time,1.0,Multiparous
74960,20845,1,6,23,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
74961,20845,1,6,23,33,Astronaut 110,Dead milk time,1.0,Primiparous
74965,20845,1,6,24,33,Astronaut 110,Dead milk time,2.0,Primiparous
74969,20845,1,7,25,33,Astronaut 110,Dead milk time,1.0,Primiparous
74973,20845,1,7,26,33,Astronaut 110,Dead milk time,1.0,Primiparous
74980,20845,1,7,28,33,Astronaut 110,Dead milk time,1.0,Primiparous
74989,20845,1,8,30,33,Astronaut 110,Dead milk time,1.0,Primiparous
74991,20845,1,8,30,33,Astronaut 111,Dead milk time,1.0,Primiparous
74994,20845,1,8,31,33,Astronaut 110,Connection time,1.0,Primiparous
74998,20845,1,8,32,33,Astronaut 110,Dead milk time,4.0,Primiparous
75002,20845,1,8,33,33,Astronaut 110,Dead milk time,3.0,Primiparous
75005,20845,1,8,33,33,Astronaut 112,Connection time,2.0,Primiparous
75007,20845,1,9,33,33,Astronaut 110,Dead milk time,1.0,Primiparous
75009,20845,1,9,33,33,Astronaut 112,Connection time,2.0,Primiparous
75011,20845,1,9,34,33,Astronaut 110,Dead milk time,5.0,Primiparous
75014,20845,1,9,34,33,Astronaut 112,Dead milk time,1.0,Primiparous
75016,20845,1,9,35,33,Astronaut 110,Dead milk time,3.0,Primiparous
75020,20845,1,9,36,33,Astronaut 110,Dead milk time,4.0,Primiparous
75023,20845,1,9,36,33,Astronaut 112,Connection time,1.0,Primiparous
75025,20845,1,9,37,33,Astronaut 110,Dead milk time,3.0,Primiparous
75028,20845,1,9,37,33,Astronaut 112,Dead milk time,1.0,Primiparous
75030,20845,1,10,38,33,Astronaut 110,Dead milk time,3.0,Primiparous
75033,20845,1,10,38,33,Astronaut 112,Connection time,1.0,Primiparous
75034,20845,1,10,38,33,Astronaut 112,Dead milk time,1.0,Primiparous
75036,20845,1,10,39,33,Astronaut 110,Dead milk time,3.0,Primiparous
75040,20845,1,10,40,33,Astronaut 110,Dead milk time,2.0,Primiparous
75043,20845,1,10,40,33,Astronaut 112,Connection time,1.0,Primiparous
75045,20845,1,10,41,33,Astronaut 110,Connection time,1.0,Primiparous
75046,20845,1,10,41,33,Astronaut 110,Dead milk time,3.0,Primiparous
75048,20845,1,10,41,33,Astronaut 111,Dead milk time,1.0,Primiparous
75050,20845,1,10,41,33,Astronaut 112,Connection attempt,1.0,Primiparous
75051,20845,1,10,41,33,Astronaut 112,Connection time,2.0,Primiparous
75052,20845,1,10,41,33,Astronaut 112,Dead milk time,2.0,Primiparous
75058,20845,1,11,42,33,Astronaut 112,Dead milk time,1.0,Primiparous
75060,20845,1,11,43,33,Astronaut 110,Connection time,1.0,Primiparous
75061,20845,1,11,43,33,Astronaut 110,Dead milk time,4.0,Primiparous
75064,20845,1,11,43,33,Astronaut 112,Connection time,1.0,Primiparous
75066,20845,1,11,44,33,Astronaut 110,Dead milk time,2.0,Primiparous
75070,20845,1,11,45,33,Astronaut 110,Dead milk time,2.0,Primiparous
75073,20845,1,11,45,33,Astronaut 112,Dead milk time,1.0,Primiparous
75075,20845,1,11,46,33,Astronaut 110,Dead milk time,1.0,Primiparous
75077,20845,1,11,46,33,Astronaut 112,Dead milk time,1.0,Primiparous
75081,20845,2,2,6,32,Astronaut 107,Dead milk time,1.0,Multiparous
75085,20845,2,3,8,32,Astronaut 107,Dead milk time,1.0,Multiparous
75115,20854,1,2,4,34,Astronaut 113,Connection attempt,1.0,Primiparous
75121,20854,1,2,5,34,Astronaut 115,Automatic robot stop,1.0,Primiparous
75122,20854,1,2,5,34,Astronaut 115,Other,1.0,Primiparous
75197,20862,2,3,8,30,Astronaut 101,Connection attempt,2.0,Multiparous
75200,20862,2,3,9,30,Astronaut 101,Connection attempt,2.0,Multiparous
75203,20862,2,3,10,30,Astronaut 101,Connection attempt,1.0,Multiparous
75205,20862,2,3,11,30,Astronaut 101,Connection attempt,1.0,Multiparous
75226,20862,2,5,19,30,Astronaut 101,Connection attempt,5.0,Multiparous
75238,20862,2,6,23,30,Astronaut 101,Connection attempt,1.0,Multiparous
75285,20871,2,4,13,34,Astronaut 114,Connection attempt,1.0,Multiparous
75301,20879,1,2,3,34,Astronaut 113,Connection time,1.0,Primiparous
75303,20879,1,2,4,34,Astronaut 113,Connection time,2.0,Primiparous
75374,20879,1,7,27,34,Astronaut 114,Dead milk time,1.0,Primiparous
75406,20879,1,9,36,34,Astronaut 114,Dead milk time,1.0,Primiparous
75449,20879,2,1,2,31,Astronaut 106,Connection time,1.0,Multiparous
75450,20879,2,1,2,31,Astronaut 106,Dead milk time,2.0,Multiparous
75453,20879,2,1,3,31,Astronaut 105,Connection time,2.0,Multiparous
75454,20879,2,1,3,31,Astronaut 105,Dead milk time,1.0,Multiparous
75456,20879,2,1,3,31,Astronaut 106,Connection time,4.0,Multiparous
75462,20879,2,2,4,31,Astronaut 106,Connection attempt,1.0,Multiparous
75463,20879,2,2,4,31,Astronaut 106,Connection time,1.0,Multiparous
75469,20879,2,2,6,31,Astronaut 105,Connection attempt,1.0,Multiparous
75471,20879,2,2,6,31,Astronaut 106,Connection time,1.0,Multiparous
75472,20879,2,2,6,31,Astronaut 106,Dead milk time,1.0,Multiparous
75478,20879,2,3,8,31,Astronaut 104,Connection time,1.0,Multiparous
75484,20879,2,3,9,31,Astronaut 106,Connection time,1.0,Multiparous
75487,20879,2,3,10,31,Astronaut 105,Connection time,2.0,Multiparous
75489,20879,2,3,11,31,Astronaut 104,Connection time,2.0,Multiparous
75491,20879,2,3,11,31,Astronaut 105,Connection time,2.0,Multiparous
75493,20879,2,3,11,31,Astronaut 106,Connection time,1.0,Multiparous
75495,20879,2,3,12,31,Astronaut 104,Connection time,1.0,Multiparous
75499,20879,2,4,12,31,Astronaut 104,Connection time,2.0,Multiparous
75506,20879,2,4,14,31,Astronaut 104,Connection time,2.0,Multiparous
75510,20879,2,4,15,31,Astronaut 104,Connection time,2.0,Multiparous
75512,20879,2,4,15,31,Astronaut 105,Connection time,1.0,Multiparous
75515,20879,2,4,16,31,Astronaut 104,Dead milk time,1.0,Multiparous
75517,20879,2,4,16,31,Astronaut 105,Connection time,2.0,Multiparous
75518,20879,2,4,16,31,Astronaut 105,Dead milk time,1.0,Multiparous
75522,20879,2,5,16,31,Astronaut 105,Connection time,1.0,Multiparous
75524,20879,2,5,16,31,Astronaut 106,Connection time,1.0,Multiparous
75528,20879,2,5,17,31,Astronaut 106,Connection time,2.0,Multiparous
75531,20879,2,5,18,31,Astronaut 105,Dead milk time,1.0,Multiparous
75560,20887,1,2,7,33,Astronaut 110,Dead milk time,1.0,Primiparous
75571,20887,1,3,10,33,Astronaut 110,Dead milk time,1.0,Primiparous
75600,20887,1,5,20,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
75605,20887,1,6,21,33,Astronaut 110,Dead milk time,1.0,Primiparous
75627,20887,1,8,29,33,Astronaut 110,Dead milk time,1.0,Primiparous
75630,20887,1,8,30,33,Astronaut 110,Dead milk time,1.0,Primiparous
75633,20887,1,8,31,33,Astronaut 110,Dead milk time,1.0,Primiparous
75636,20887,1,8,31,33,Astronaut 112,Dead milk time,1.0,Primiparous
75638,20887,1,8,32,33,Astronaut 110,Dead milk time,2.0,Primiparous
75644,20887,1,9,33,33,Astronaut 110,Dead milk time,1.0,Primiparous
75652,20887,1,9,36,33,Astronaut 110,Dead milk time,1.0,Primiparous
75661,20887,1,10,39,33,Astronaut 110,Dead milk time,2.0,Primiparous
75665,20887,1,10,40,33,Astronaut 110,Dead milk time,1.0,Primiparous
75669,20887,1,10,41,33,Astronaut 110,Dead milk time,1.0,Primiparous
75690,20887,2,3,9,32,Astronaut 109,Dead milk time,1.0,Multiparous
75708,20887,2,5,17,32,Astronaut 108,Automatic robot stop,1.0,Multiparous
75743,20887,2,8,32,32,Astronaut 108,Connection time,1.0,Multiparous
75769,20888,1,1,3,34,Astronaut 115,Stopped by user,1.0,Primiparous
75818,20888,2,3,8,30,Astronaut 101,Dead milk time,1.0,Multiparous
75820,20888,2,3,8,30,Astronaut 102,Connection attempt,1.0,Multiparous
75854,20888,2,5,18,30,Astronaut 101,Connection attempt,1.0,Multiparous
75857,20888,2,5,18,30,Astronaut 103,Dead milk time,1.0,Multiparous
75862,20888,2,5,20,30,Astronaut 101,Dead milk time,1.0,Multiparous
75900,20889,3,1,2,34,Astronaut 114,Connection time,1.0,Multiparous
75908,20889,3,2,4,34,Astronaut 114,Connection attempt,1.0,Multiparous
75917,20889,3,2,7,34,Astronaut 113,Connection attempt,1.0,Multiparous
76065,20899,2,3,11,33,Astronaut 110,Dead milk time,1.0,Multiparous
76135,20899,2,10,38,33,Astronaut 111,Dead milk time,1.0,Multiparous
76141,20915,2,1,2,34,Astronaut 115,Stopped by user,1.0,Multiparous
76160,20927,2,2,4,34,Astronaut 113,Connection attempt,1.0,Multiparous
76210,20927,2,5,18,34,Astronaut 115,Connection time,1.0,Multiparous
76300,20930,1,4,13,33,Astronaut 110,Dead milk time,1.0,Primiparous
76375,20930,1,10,38,33,Astronaut 110,Connection time,1.0,Primiparous
76381,20930,1,10,39,33,Astronaut 112,Connection attempt,1.0,Primiparous
76393,20930,1,11,43,33,Astronaut 110,Dead milk time,1.0,Primiparous
76398,20931,2,2,5,30,Astronaut 101,Dead milk time,1.0,Multiparous
76401,20931,2,2,5,30,Astronaut 103,Dead milk time,1.0,Multiparous
76496,20935,1,4,13,33,Astronaut 111,Automatic robot stop,1.0,Primiparous
76548,20935,1,8,29,33,Astronaut 110,Connection time,1.0,Primiparous
76550,20935,1,8,29,33,Astronaut 111,Connection time,1.0,Primiparous
76575,20935,1,9,36,33,Astronaut 112,Connection time,1.0,Primiparous
76582,20935,1,10,38,33,Astronaut 112,Connection time,1.0,Primiparous
76603,20935,2,2,3,34,Astronaut 114,Connection time,1.0,Multiparous
76660,20935,2,5,19,34,Astronaut 115,Connection time,1.0,Multiparous
76683,20935,2,7,26,34,Astronaut 114,Connection time,1.0,Multiparous
76691,20935,2,7,28,34,Astronaut 115,Connection time,1.0,Multiparous
76714,20935,2,9,34,34,Astronaut 113,Connection time,1.0,Multiparous
76719,20935,2,9,35,34,Astronaut 114,Connection time,1.0,Multiparous
76727,20935,2,9,37,34,Astronaut 115,Connection time,1.0,Multiparous
76729,20935,2,10,38,34,Astronaut 113,Connection time,1.0,Multiparous
76740,20935,2,10,41,34,Astronaut 114,Connection time,1.0,Multiparous
76827,20937,1,9,35,33,Astronaut 110,Connection attempt,1.0,Primiparous
76836,20937,1,10,38,33,Astronaut 112,Dead milk time,1.0,Primiparous
76838,20937,1,10,39,33,Astronaut 110,Dead milk time,2.0,Primiparous
76851,20937,2,2,4,31,Astronaut 105,Dead milk time,1.0,Multiparous
76858,20937,2,2,6,31,Astronaut 105,Dead milk time,1.0,Multiparous
76866,20937,2,3,9,31,Astronaut 104,Dead milk time,1.0,Multiparous
76901,20937,2,5,20,31,Astronaut 105,Dead milk time,1.0,Multiparous
76974,20947,1,2,6,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
77034,20947,1,6,23,33,Astronaut 110,Dead milk time,1.0,Primiparous
77067,20947,1,8,32,33,Astronaut 112,Dead milk time,1.0,Primiparous
77104,20947,2,3,10,32,Astronaut 107,Automatic robot stop,1.0,Multiparous
77131,20947,2,5,16,32,Astronaut 109,Dead milk time,1.0,Multiparous
77134,20947,2,5,17,32,Astronaut 108,Connection attempt,1.0,Multiparous
77179,20957,1,2,7,33,Astronaut 111,Connection time,1.0,Primiparous
77200,20965,1,3,8,34,Astronaut 115,Connection attempt,1.0,Primiparous
77203,20965,1,3,9,34,Astronaut 115,Connection attempt,1.0,Primiparous
77247,20965,1,8,29,34,Astronaut 114,Connection time,1.0,Primiparous
77252,20965,1,8,32,34,Astronaut 114,Automatic robot stop,1.0,Primiparous
77260,20965,1,9,37,34,Astronaut 114,Automatic robot stop,1.0,Primiparous
77264,20966,2,1,2,31,Astronaut 105,Connection time,5.0,Multiparous
77265,20966,2,1,2,31,Astronaut 105,Stopped by user,1.0,Multiparous
77269,20966,2,1,3,31,Astronaut 105,Connection attempt,1.0,Multiparous
77272,20966,2,2,3,31,Astronaut 105,Connection attempt,1.0,Multiparous
77286,20966,2,3,8,31,Astronaut 105,Connection attempt,2.0,Multiparous
77371,20966,2,10,41,31,Astronaut 105,Connection attempt,1.0,Multiparous
77418,20972,2,4,15,34,Astronaut 114,Dead milk time,1.0,Multiparous
77432,20972,2,5,19,34,Astronaut 114,Dead milk time,1.0,Multiparous
77447,20972,2,6,23,34,Astronaut 115,Dead milk time,1.0,Multiparous
77453,20972,2,7,25,34,Astronaut 114,Connection time,1.0,Multiparous
77455,20972,2,7,25,34,Astronaut 115,Connection time,1.0,Multiparous
77458,20972,2,7,26,34,Astronaut 114,Dead milk time,1.0,Multiparous
77460,20972,2,7,26,34,Astronaut 115,Dead milk time,1.0,Multiparous
77473,20972,2,8,29,34,Astronaut 115,Connection time,1.0,Multiparous
77496,20972,2,9,36,34,Astronaut 115,Connection time,1.0,Multiparous
77503,20972,2,10,38,34,Astronaut 115,Dead milk time,1.0,Multiparous
77507,20972,2,10,39,34,Astronaut 115,Dead milk time,1.0,Multiparous
77525,20976,1,3,9,34,Astronaut 115,Connection attempt,2.0,Primiparous
77528,20976,1,3,10,34,Astronaut 115,Connection attempt,1.0,Primiparous
77569,20976,1,7,28,34,Astronaut 113,Dead milk time,3.0,Primiparous
77571,20976,1,7,28,34,Astronaut 114,Dead milk time,1.0,Primiparous
77573,20976,1,7,29,34,Astronaut 113,Dead milk time,2.0,Primiparous
77581,20976,2,2,6,31,Astronaut 106,Dead milk time,1.0,Multiparous
77585,20976,2,3,8,31,Astronaut 106,Dead milk time,1.0,Multiparous
77588,20976,2,3,10,31,Astronaut 106,Dead milk time,1.0,Multiparous
77595,20976,2,4,15,31,Astronaut 106,Dead milk time,1.0,Multiparous
77601,20976,2,5,19,31,Astronaut 106,Dead milk time,1.0,Multiparous
77625,20978,2,3,9,30,Astronaut 103,Connection time,1.0,Multiparous
77631,20978,2,3,11,34,Astronaut 115,Connection time,1.0,Multiparous
77633,20978,2,3,12,34,Astronaut 113,Connection time,1.0,Multiparous
77635,20978,2,3,12,34,Astronaut 114,Connection time,1.0,Multiparous
77637,20978,2,4,12,34,Astronaut 113,Connection time,1.0,Multiparous
77639,20978,2,4,12,34,Astronaut 114,Connection time,2.0,Multiparous
77645,20978,2,4,15,34,Astronaut 113,Connection time,1.0,Multiparous
77646,20978,2,4,15,34,Astronaut 114,Connection time,2.0,Multiparous
77648,20978,2,4,15,34,Astronaut 115,Connection time,2.0,Multiparous
77650,20978,2,4,16,34,Astronaut 113,Connection time,3.0,Multiparous
77652,20978,2,4,16,34,Astronaut 114,Connection time,1.0,Multiparous
77653,20978,2,4,16,34,Astronaut 115,Connection time,1.0,Multiparous
77659,20978,2,5,18,34,Astronaut 113,Connection attempt,1.0,Multiparous
77664,20978,2,5,19,34,Astronaut 114,Connection time,1.0,Multiparous
77667,20978,2,5,20,34,Astronaut 113,Connection time,1.0,Multiparous
77673,20978,2,6,21,34,Astronaut 113,Connection time,1.0,Multiparous
77675,20978,2,6,21,34,Astronaut 114,Dead milk time,2.0,Multiparous
77677,20978,2,6,21,34,Astronaut 115,Connection time,2.0,Multiparous
77680,20978,2,6,22,34,Astronaut 114,Connection time,1.0,Multiparous
77684,20978,2,6,23,34,Astronaut 114,Connection time,1.0,Multiparous
77686,20978,2,6,23,34,Astronaut 115,Connection time,1.0,Multiparous
77689,20978,2,6,24,34,Astronaut 114,Connection time,1.0,Multiparous
77692,20978,2,7,25,34,Astronaut 113,Connection time,2.0,Multiparous
77716,20978,2,9,34,34,Astronaut 113,Connection time,2.0,Multiparous
77722,20978,2,9,35,34,Astronaut 115,Connection time,1.0,Multiparous
77724,20978,2,9,36,34,Astronaut 113,Connection time,1.0,Multiparous
77729,20978,2,9,37,34,Astronaut 114,Connection time,1.0,Multiparous
77733,20978,2,10,38,34,Astronaut 114,Connection time,1.0,Multiparous
77739,20978,2,10,40,34,Astronaut 113,Connection time,2.0,Multiparous
77740,20978,2,10,40,34,Astronaut 113,Dead milk time,2.0,Multiparous
77744,20978,2,10,41,34,Astronaut 113,Dead milk time,2.0,Multiparous
77746,20978,2,10,41,34,Astronaut 114,Dead milk time,1.0,Multiparous
77782,20984,2,4,15,35,Astronaut 117,Connection time,1.0,Multiparous
77795,20984,2,5,19,35,Astronaut 117,Connection time,1.0,Multiparous
77885,21009,2,4,12,30,Astronaut 102,Connection time,2.0,Multiparous
77901,21009,2,5,17,30,Astronaut 102,Connection time,1.0,Multiparous
77914,21009,2,6,20,30,Astronaut 102,Connection time,1.0,Multiparous
77916,21009,2,6,21,30,Astronaut 101,Dead milk time,1.0,Multiparous
77918,21009,2,6,21,30,Astronaut 102,Connection time,3.0,Multiparous
77920,21009,2,6,21,30,Astronaut 103,Connection time,1.0,Multiparous
77940,21009,2,7,28,30,Astronaut 103,Connection time,1.0,Multiparous
77964,21010,1,3,8,33,Astronaut 110,Dead milk time,1.0,Primiparous
77981,21010,1,5,18,33,Astronaut 112,Connection attempt,1.0,Primiparous
78059,21012,2,2,3,35,Astronaut 118,Connection time,1.0,Multiparous
78061,21012,2,2,4,35,Astronaut 117,Dead milk time,1.0,Multiparous
78176,21016,2,2,7,30,Astronaut 101,Dead milk time,1.0,Multiparous
78199,21016,2,5,16,30,Astronaut 102,Dead milk time,1.0,Multiparous
78210,21016,2,5,20,30,Astronaut 101,Dead milk time,2.0,Multiparous
78214,21016,2,6,21,30,Astronaut 101,Dead milk time,2.0,Multiparous
78272,21025,1,2,3,34,Astronaut 115,Stopped by user,1.0,Primiparous
78276,21025,1,2,4,34,Astronaut 115,Stopped by user,1.0,Primiparous
78289,21025,1,3,9,34,Astronaut 115,Connection attempt,1.0,Primiparous
78294,21025,1,3,11,34,Astronaut 115,Connection attempt,1.0,Primiparous
78299,21025,1,4,12,34,Astronaut 115,Connection attempt,1.0,Primiparous
78303,21025,1,4,13,34,Astronaut 115,Connection attempt,1.0,Primiparous
78307,21025,1,4,14,34,Astronaut 115,Connection attempt,2.0,Primiparous
78315,21025,1,5,16,34,Astronaut 115,Connection attempt,1.0,Primiparous
78331,21025,1,6,24,34,Astronaut 113,Connection attempt,1.0,Primiparous
78334,21025,1,7,25,34,Astronaut 113,Connection attempt,1.0,Primiparous
78341,21025,1,7,27,34,Astronaut 113,Connection attempt,1.0,Primiparous
78411,21025,2,4,12,32,Astronaut 109,Dead milk time,1.0,Multiparous
78447,21025,2,6,23,32,Astronaut 107,Dead milk time,1.0,Multiparous
78449,21025,2,6,23,32,Astronaut 108,Dead milk time,1.0,Multiparous
78453,21025,2,6,24,32,Astronaut 108,Dead milk time,1.0,Multiparous
78562,21026,1,6,21,34,Astronaut 114,Automatic robot stop,1.0,Primiparous
78666,21030,2,7,29,34,Astronaut 114,Dead milk time,1.0,Multiparous
78713,21041,2,4,15,32,Astronaut 109,Connection time,1.0,Multiparous
78724,21041,2,6,20,32,Astronaut 109,Connection time,1.0,Multiparous
78729,21041,2,6,22,32,Astronaut 109,Connection time,1.0,Multiparous
78756,21050,2,1,2,33,Astronaut 111,Connection time,1.0,Multiparous
78781,21050,2,3,11,33,Astronaut 110,Dead milk time,1.0,Multiparous
78784,21050,2,3,11,33,Astronaut 112,Connection time,1.0,Multiparous
78785,21050,2,3,11,33,Astronaut 112,Dead milk time,1.0,Multiparous
78842,21050,2,8,30,33,Astronaut 112,Dead milk time,1.0,Multiparous
78844,21050,2,8,31,33,Astronaut 110,Connection time,1.0,Multiparous
78856,21050,2,9,34,33,Astronaut 112,Dead milk time,1.0,Multiparous
78884,21077,2,3,11,30,Astronaut 102,Automatic robot stop,1.0,Multiparous
78964,21089,1,2,5,33,Astronaut 112,Connection time,1.0,Primiparous
78979,21089,1,3,10,33,Astronaut 110,Other,1.0,Primiparous
78983,21089,1,3,11,33,Astronaut 110,Connection time,1.0,Primiparous
78992,21089,1,4,13,33,Astronaut 110,Connection attempt,1.0,Primiparous
78996,21089,1,4,14,33,Astronaut 110,Connection attempt,1.0,Primiparous
79077,21089,2,5,16,35,Astronaut 116,Dead milk time,1.0,Multiparous
79117,21094,1,3,8,33,Astronaut 112,Other,1.0,Primiparous
79123,21094,1,3,11,33,Astronaut 111,Stopped by user,1.0,Primiparous
79129,21094,1,4,13,33,Astronaut 110,Connection attempt,1.0,Primiparous
79130,21094,1,4,13,33,Astronaut 110,Connection time,1.0,Primiparous
79134,21094,1,4,14,33,Astronaut 110,Connection attempt,1.0,Primiparous
79161,21094,1,6,21,33,Astronaut 110,Dead milk time,1.0,Primiparous
79168,21094,1,6,23,33,Astronaut 110,Dead milk time,2.0,Primiparous
79187,21112,2,3,7,30,Astronaut 103,Dead milk time,1.0,Multiparous
79198,21112,2,3,11,30,Astronaut 103,Connection attempt,1.0,Multiparous
79214,21112,2,4,15,31,Astronaut 105,Dead milk time,1.0,Multiparous
79228,21112,2,5,20,30,Astronaut 102,Dead milk time,1.0,Multiparous
79233,21112,2,6,21,30,Astronaut 101,Dead milk time,1.0,Multiparous
79235,21112,2,6,21,30,Astronaut 102,Dead milk time,1.0,Multiparous
79237,21112,2,6,21,30,Astronaut 103,Dead milk time,1.0,Multiparous
79239,21112,2,6,22,30,Astronaut 101,Dead milk time,1.0,Multiparous
79243,21112,2,6,23,30,Astronaut 101,Dead milk time,1.0,Multiparous
79251,21112,2,7,25,30,Astronaut 102,Dead milk time,1.0,Multiparous
79253,21112,2,7,25,30,Astronaut 103,Dead milk time,1.0,Multiparous
79255,21112,2,7,26,30,Astronaut 101,Dead milk time,1.0,Multiparous
79258,21112,2,7,26,30,Astronaut 103,Dead milk time,1.0,Multiparous
79277,21112,2,8,31,30,Astronaut 101,Dead milk time,1.0,Multiparous
79422,21127,1,3,9,33,Astronaut 111,Connection time,1.0,Primiparous
79439,21127,1,4,14,33,Astronaut 110,Connection time,1.0,Primiparous
79442,21127,1,4,14,33,Astronaut 112,Connection time,3.0,Primiparous
79444,21127,1,4,15,33,Astronaut 110,Connection time,2.0,Primiparous
79446,21127,1,4,15,33,Astronaut 111,Connection time,2.0,Primiparous
79449,21127,1,4,16,33,Astronaut 110,Connection time,1.0,Primiparous
79451,21127,1,4,16,33,Astronaut 111,Connection time,2.0,Primiparous
79453,21127,1,4,16,33,Astronaut 112,Connection time,1.0,Primiparous
79455,21127,1,5,16,33,Astronaut 110,Connection attempt,1.0,Primiparous
79456,21127,1,5,16,33,Astronaut 110,Connection time,1.0,Primiparous
79458,21127,1,5,16,33,Astronaut 111,Connection time,1.0,Primiparous
79460,21127,1,5,16,33,Astronaut 112,Connection time,1.0,Primiparous
79462,21127,1,5,17,33,Astronaut 110,Connection time,2.0,Primiparous
79464,21127,1,5,17,33,Astronaut 111,Connection time,2.0,Primiparous
79467,21127,1,5,18,33,Astronaut 110,Connection attempt,2.0,Primiparous
79468,21127,1,5,18,33,Astronaut 110,Connection time,1.0,Primiparous
79470,21127,1,5,18,33,Astronaut 111,Connection attempt,1.0,Primiparous
79472,21127,1,5,18,33,Astronaut 112,Connection attempt,1.0,Primiparous
79475,21127,1,5,19,33,Astronaut 111,Connection time,1.0,Primiparous
79478,21127,1,5,20,33,Astronaut 110,Connection attempt,1.0,Primiparous
79480,21127,1,5,20,33,Astronaut 111,Connection time,1.0,Primiparous
